bik	tl
Nagsimbag sinda, “May mga nagsasabing ika si Juan Bautista; an iba nagsasabing ika si Elias; an iba man nagsasabing saro ka sa mga propeta.”	Pagkatapos ay pinasimulan niyang ituro sa kanila na ang Anak ng Tao ay kinakailangang magdusa ng maraming bagay at itakuwil ng matatanda, ng mga punong pari, at ng mga eskriba, at patayin at pagkaraan ng tatlong araw ay muling mabubuhay.
Hinapot sinda ni Jesus, “Para saindo, siisay ako?”	At maliwanag na sinabi niya ang salitang ito. Inilayo siya ni Pedro at pinasimulang siya'y sawayin.
Nagsimbag si Pedro, “Ika an Cristo.”	Subalit paglingon niya at pagtingin sa kanyang mga alagad, sinaway niya si Pedro at sinabi, “Umalis ka diyan, Satanas! Sapagkat hindi mo iniisip ang mga bagay na ukol sa Diyos, kundi ang mga bagay na ukol sa tao.”
Dangan pinagbotan niya sinda na dai ipanabi sa kiisay man kun siisay siya.	Tinawag niya ang maraming tao pati ang kanyang mga alagad, at sa kanila'y sinabi, “Kung ang sinuman ay nagnanais sumunod sa akin, siya ay tumanggi sa kanyang sarili, pasanin ang kanyang krus at sumunod sa akin.
Sinabihan ni Jesus an mga disipulo niya, “An Aki nin Tawo dapat mag-agi nin dakul na kasakitan, isikwal kan mga kamagurangan, kan mga poon na padi asin kan mga paratukdo kan Katogonan dangan ipagadan. Alagad sa ikatolong aldaw mabubuhay siya liwat.”	Sapagkat ang sinumang nagnanais iligtas ang kanyang buhay ay mawawalan nito at ang sinumang mawalan ng kanyang buhay dahil sa akin at sa ebanghelyo ay maililigtas iyon.
Ipinaliwanag ni Jesus nin marahay an bagay na ini sa mga disipulo. Isiniblag siya ni Pedro sa iba saka tinuyaw.	Sapagkat ano ang mapapakinabang ng tao na makamtan ang buong sanlibutan, at mapahamak ang kanyang buhay?
Alagad inatubang ni Jesus an saiyang mga disipulo dangan inanggotan si Pedro, “Rumayo ka sako, Satanas! Huli ta an iniisip mo bakong sa Dios, kundi sa tawo.”	Sapagkat anong maibibigay ng tao na kapalit ng kanyang buhay?
Dangan inapod ni Jesus an mga tawo saka an saiyang mga disipulo asin sinabihan, “An siisay man na boot magsunod sako, kaipuhan lingawan niya an sadiri niyang buhay, magpasan kan saiyang krus, asin magsunod sako.	Sapagkat ang sinumang ikinahihiya ako at ang aking mga salita sa mapangalunya at makasalanang salinlahing ito ay ikahihiya rin naman siya ng Anak ng Tao, pagdating niyang nasa kaluwalhatian ng kanyang Ama na kasama ng mga banal na anghel.”
Nagtaram pa si Jesus, “Sa katotoohan sinasabihan ko kamo, igwa nin nagkapira digdi na dai magagadan sagkod na dai ninda mahiling na dumatong an Kahadean nin Dios na may kapangyarihan.”	Sinabi niya sa kanila, “Katotohanang sinasabi ko sa inyo, may ilan sa nakatayo rito na hindi makakatikim ng kamatayan, hanggang sa makita nila ang kaharian ng Diyos na dumarating na may kapangyarihan.”
Pakalihis nin anom na aldaw ipinag-iba ni Jesus si Pedro, si Santiago asin si Juan, sa sarong halangkaw na bukid. Kan idtoon na sinda, nahiling nindang naliwat si Jesus.	Pagkaraan ng anim na araw, isinama ni Jesus sina Pedro, Santiago at Juan, at dinala silang bukod sa isang mataas na bundok. Siya'y nagbagong-anyo sa harap nila;
An gubing niya nagkintab sa kaputian na mayo nin siisay man sa bilog na kinaban na makakapaputi nin siring.	at ang kanyang damit ay naging nagniningning na puti na walang sinuman sa lupa na makapagpapaputi ng gayon.
Nahiling kan tolong disipulo si Elias asin si Moises na nakikipag-olay ki Jesus.	At doo'y nagpakita sa kanila si Elias na kasama si Moises at sila'y nakikipag-usap kay Jesus.
Nagsabi si Pedro ki Jesus, “Kagurangnan, marahay na uya kita digdi. Magibo kami nin tolong payag-payag; saro saimo, saro ki Moises saka saro ki Elias.”	Sinabi ni Pedro kay Jesus, “Rabi, mabuti sa atin ang dumito. Hayaan ninyong gumawa kami ng tatlong kubol; isa sa iyo, isa kay Moises, at isa kay Elias.”
Dai naaraman ni Pedro kun ano an saiyang sasabihon, huli ta siya asin an saiyang duwang kairiba inabotan nin dakulang takot.	Sapagkat hindi niya alam kung ano ang sasabihin dahil sila'y lubhang natakot.
Dangan linindongan sinda nin sarong panganoron asin sarong tingog an naghale sa panganoron, “Ini an Aki kong namomotan; dangoga nindo siya!”	Pagkatapos, nililiman sila ng isang ulap at may isang tinig na nanggaling sa ulap, “Ito ang aking Anak, ang Minamahal; siya ang inyong pakinggan!”
Nangalag-kalag sinda alagad mayo sindang nahiling kundi si Jesus sana.	Nang bigla silang tumingin sa paligid, wala silang nakitang sinumang kasama nila maliban kay Jesus lamang.
Mantang naglulugsot na sinda sa bukid, pinagbotan sinda ni Jesus, “Dai nindo ipang-osip sa kiisay an nahiling nindo sagkod na an Aki nin Tawo mabuhay liwat.”	Habang bumababa sila sa bundok, iniutos niya sa kanila na huwag sabihin kaninuman ang kanilang nakita, hanggang sa ang Anak ng Tao ay magbangon mula sa mga patay.
Kinuyog ninda an saiyang pagboot, alagad nagharapotan sinda, “Ano an kahulogan kan sinabi niyang ‘mabuhay liwat’?”	Kaya't kanilang iningatan ang pananalitang ito sa kanilang sarili, na pinag-uusapan kung ano ang kahulugan ng pagbangon mula sa mga patay.
Hinapot ninda si Jesus, “Tadaw ta an sabi kan mga paratukdo kan Katogonan, si Elias daa an enot na maabot?”	At tinanong nila siya, “Bakit sinasabi ng mga eskriba na kinakailangang dumating muna si Elias?”
Sinimbag niya sinda, “Si Elias mananggad an enot na madigdi tanganing ibalik sa dati an gabos na bagay. Alagad tadaw ta nasasabi sa mga Kasuratan na an Aki nin Tawo magtitios nin makuri asin isisikwal?	Sinabi niya sa kanila, “Tunay na si Elias ay unang dumarating at nagpapanumbalik ng lahat ng mga bagay. At paanong nasusulat ang tungkol sa Anak ng Tao na siya'y magdurusa ng maraming bagay at itatakuwil?
Sinasabihan ko kamo, na nagdigdi na si Elias alagad pinasakitan siya kan mga tawo, sosog sa saindang sadiring kagustohan, siring sa nasasabi sa mga Kasuratan dapit saiya.”	Ngunit sinasabi ko sa inyo, tunay na dumating na si Elias at ginawa nila sa kanya ang anumang kanilang naibigan ayon sa nasusulat tungkol sa kanya.”
Pagbalik ninda sa ibang mga disipulo, nahiling ninda na an mga ini pinalibotan nin dakul na tawo. An nagkapirang mga paratukdo kan Katogonan nakikipagdiskutiran sa mga disipulo.	Nang dumating sila sa mga alagad, nakita nilang napakaraming tao sa kanilang paligid at ang mga eskriba na nakikipagtalo sa kanila.
Pagkahiling kan mga tawo ki Jesus, napangalas sinda nin marahay; nagdalagan sinda pasiring saiya saka nagtaong galang.	Nang makita siya ng maraming tao, agad silang namangha at tumakbo upang batiin siya.
Hinapot ni Jesus an saiyang mga disipulo, “Ano an pinagdidiskutiran nindo?”	Sila'y kanyang tinanong, “Ano ang ipinakikipagtalo ninyo sa kanila?”
Nagsimbag an sarong lalaki, “Maestro, dinara ko saimo ining aki ko huli ta igwa siya nin maraot na espiritu, kaya dai siya nakakataram.	At isa sa maraming tao ay sumagot sa kanya, “Guro, dinala ko sa iyo ang aking anak na lalaki na may isang piping espiritu.
Kun inaatake siya kan espiritu, ilinalampog siya kaini sa daga, nagsusubo an saiyang ngoso, nagraragot an ngipon asin nanonoog an bilog na hawak. Nakiolay ako sa saimong mga disipulo na paluwason ninda an espiritu, alagad dai ninda nahimo.”	Tuwing siya'y aalihan nito, ibinubuwal siya, nagbububula ang kanyang bibig, nagngangalit ang kanyang mga ngipin at siya'y naninigas. Sinabi ko sa iyong mga alagad na palayasin iyon ngunit hindi nila magawa.”
Sinabihan sinda ni Jesus, “Mga tawong mayo nin pagtubod! Sagkod nuarin ako magigin kaiba-iba nindo? Sagkod nuarin ko kamo pagtitioson? Daraha sako an aki!”	Sumagot siya at sinabi sa kanila, “Kayong lahing walang pananampalataya, hanggang kailan pa ako makikisama sa inyo? Hanggang kailan pa ako magtitiis sa inyo? Dalhin ninyo siya sa akin.”
Dinara ninda ki Jesus an aki.	At dinala nila ang batang lalaki sa kanya. Nang makita siya ng espiritu, agad nitong pinangisay ang bata at siya'y nalugmok sa lupa, at nagpagulung-gulong na bumubula ang bibig.
Pagkahiling ki Jesus kan espiritu, biglang pinakimig-kimig kaini an aki; natumba ini sa daga saka nagligid-ligid na nagsusubo an ngoso.	Tinanong ni Jesus ang ama, “Gaano katagal nang nangyayari ito sa kanya?” Sinabi niya, “Mula pa sa pagkabata.
Hinapot ni Jesus an ama, “Kasuarin pa siyang arog kaini?”	Madalas na siya'y inihahagis nito sa apoy at sa tubig upang siya'y puksain, ngunit kung mayroon kang bagay na magagawa, maawa ka sa amin at tulungan mo kami.”
Nagsimbag siya, “Poon kan sadit pa siya.	Sinabi sa kanya ni Jesus, “Kung kaya mo! Ang lahat ng bagay ay maaaring mangyari sa kanya na nananampalataya.”
Dakul na beses siyang hinuhulog kaiyan sa kalayo o sa tubig nganing gadanon. Kun may mahihimo ka, kaheraki asin tabangi kami!”	Agad sumigaw ang ama ng bata na sinasabi, “Nananampalataya ako; tulungan mo ang kawalan ko ng pananampalataya!”
Nagsabi si Jesus, “Tadaw ta nagsasabi kang kun may mahihimo ako? An gabos na bagay posible sa tawong nagtutubod.”	At nang makita ni Jesus na dumarating na sama-samang tumatakbo ang maraming tao, sinaway niya ang masamang espiritu, na sinasabi, “Ikaw na pipi at binging espiritu, iniuutos ko sa iyo, lumabas ka sa kanya at huwag ka nang papasok muli sa kanya.”
Nagkurahaw tolos an ama kan aki, “Minatubod ako! Tabanging kumosog an pagtubod ko!”	Pagkatapos magsisigaw at lubhang pangisayin ang bata, lumabas ito at ang bata'y naging anyong patay, kaya't marami ang nagsabing siya'y patay na.
Nahiling ni Jesus na nagdadaguso sainda an mga tawo, kaya pinagbotan niya an maraot na espiritu, “Espiritung pola asin bongog, pinagbobotan takang lumuwas sa aking ini; dai ka na nanggad maglaog saiya!”	Ngunit hinawakan siya ni Jesus sa kamay, at siya'y ibinangon at nagawa niyang tumayo.
Nagkurahaw an espiritu, pinakimig-kimig an aki, dangan nagluwas. Garo bangkay na an aki kaya nagsabi an mga tawo, “Gadan na siya!”	Nang pumasok siya sa bahay, palihim na tinanong siya ng kanyang mga alagad, “Bakit hindi namin iyon napalayas?”
Alagad kinapotan ni Jesus sa kamot an aki, tinabangan na magbangon asin nagtindog ini.	Sinabi niya sa kanila, “Ang ganitong uri ay napapalayas lamang sa pamamagitan ng panalangin.”
Pakalaog ni Jesus sa harong, hinapot siya kan mga disipulo na daing ibang nagdadangog, “Tadaw ta dai mi napaluwas an espiritu?”	Umalis sila roon at nagdaan sa Galilea at ayaw niyang malaman ito ng sinuman.
Nagsimbag si Jesus, “An arog kaini dai mapapaluwas sa paagi nin anoman kundi sa pamibi sana asin sa pag-ayuno.”	Sapagkat tinuturuan niya ang kanyang mga alagad na sa kanila'y sinasabi, “Ang Anak ng Tao ay ipagkakanulo sa mga kamay ng tao at siya'y papatayin nila. Tatlong araw matapos siyang patayin, siya'y muling mabubuhay.”
Naghale sinda sa lugar na idto asin nag-agi sa Galilea. Habo ni Jesus na maaraman nin siisay man kun haen siya,	Ngunit hindi nila naunawaan ang kanyang sinabi at natakot silang magtanong sa kanya.
huli ta pinagtutukdoan niya an saiyang mga disipulo. Sinabihan niya sinda, “An Aki nin Tawo itatao sa mga tawo, dangan gagadanon siya ninda; alagad sa ikatolong aldaw mabubuhay siya liwat.”	Nakarating sila sa Capernaum at nang siya'y nasa bahay na ay tinanong niya sila, “Ano ang pinagtatalunan ninyo sa daan?”
Dai ninda nasabotan an sinabi niya, alagad takot sindang maghapot saiya.	Ngunit sila'y tumahimik, sapagkat sa daan ay pinagtatalunan nila kung sino ang pinakadakila.
Pag-abot sa Capernaum, kan sinda nasa laog na kan harong, hinapot ni Jesus an saiyang mga disipulo, “Ano an pinagdidiskutiran nindo sa dalan?”	Siya'y umupo, tinawag ang labindalawa at sa kanila'y sinabi, “Kung sinuman ang nagnanais na maging una, siya'y dapat maging huli sa lahat at lingkod ng lahat.”
Dai sinda naggirong huli ta sa dalan pinagdidiskutiran ninda kun siisay an pinakadakula sainda.	Kinuha niya ang isang maliit na bata at inilagay sa gitna nila. Siya'y kanyang kinalong at sa kanila'y sinabi,
Nagtukaw si Jesus, inapod an dose dangan sinabihan, “An siisay man na boot magin enot, dapat na magpahuri sa gabos asin maging sorogoon nin gabos.”	“Ang sinumang tumatanggap sa isa sa mga ganitong bata sa aking pangalan, ako ang tinatanggap at ang sinumang tumatanggap sa akin ay hindi ako ang tinatanggap, kundi ang nagsugo sa akin.”
Kinua niya an sarong sadit na aki, pinatindog sa atubangan ninda, kinugos asin sinabihan sinda,	Sinabi sa kanya ni Juan, “Guro, nakita namin ang isang tao na nagpapalayas ng mga demonyo sa pangalan mo at pinagbawalan namin siya, sapagkat hindi siya sumusunod sa atin.”
“An siisay man na minaako sa arog kaining aki sa ngaran ko, minaako sako; an siisay man na minaako sako, bakong ako an inaako kundi an nagsugo sako.”	Ngunit sinabi ni Jesus, “Huwag ninyo siyang pagbawalan, sapagkat walang taong gumagawa ng makapangyarihang gawa sa pangalan ko ang agad na makapagsasalita ng masama tungkol sa akin.
Nagsabi saiya si Juan, “Maestro, nakahiling kami nin tawong nagpapaluwas nin mga demonyo sa ngaran mo. Sinaway mi siya huli ta mayo siya sa pag-iriba ta.”	Sapagkat ang sinumang hindi laban sa atin ay panig sa atin.
“Dai nindo siya pagsawayon,” an sabi ni Jesus, “huli ta dai nin siisay man na minagibo nin milagro sa ngaran ko na magpapakaraot sako.	Sapagkat tunay na sinasabi ko sa inyo, ang sinumang magpainom sa inyo ng isang tasang tubig dahil sa kayo'y kay Cristo, ay hindi mawawalan ng kanyang gantimpala.
Huli ta an siisay man na bakong tumang sato, kampi sato.	“At kung ang sinuman ay magbigay ng katitisuran sa isa sa maliliit na ito na sumasampalataya sa akin, mabuti pang bitinan ang kanyang leeg ng isang malaking gilingang bato at itapon sa dagat.
Sa katotoohan sinasabihan ko kamo, an siisay man na magpainom saindo nin tubig huli ta kamo sadiri ko, dai mawawaraan nin balos.”	Kung ang kamay mo ay nakapagpapatisod sa iyo, putulin mo ito. Mas mabuti pa sa iyo ang pumasok sa buhay na baldado, kaysa may dalawang kamay at mapunta sa impiyerno, sa apoy na hindi mapapatay,
“An siisay man na magin dahelan kan pagkasala kan saro sa mga saradit na ini na minatubod sako, mas marahay pang tagulnodan an liog niya nin gapong gilingan dangan iapon sa dagat.	[
Kun an saro mong kamot magin dahelan kan pagkakasala mo, putola iyan! Mas marahay pa saimong lumaog ka sa langit na saro sana an kamot ki kan may duwang kamot alagad ihulog sa impyerno, sa kalayo na mayong kataposan.	na kung saan ang kanilang mga uod ay hindi namamatay, at ang apoy ay hindi napapatay.]
Duman ‘an mga ulod sa saindang hawak dai nanggad nagagadan asin an kalayo dai nanggad nasisigbo.’	Kung ang paa mo'y nakapagpapatisod sa iyo, putulin mo ito. Mas mabuti pa sa iyo ang pumasok sa buhay na pilay kaysa may dalawang paa ka at maitapon sa impiyerno,
Kun an saro mong bitis magin dahelan kan pagkakasala mo, putola iyan! Mas marahay pa saimong lumaog ka sa langit na saro sana an bitis, ki kan may duwang bitis alagad ihulog sa impyerno.	[
Duman ‘an mga ulod sa saindang hawak dai nanggad nagagadan asin an kalayo dai nanggad nasisigbo.’	na kung saan ang kanilang mga uod ay hindi namamatay, at ang apoy ay hindi napapatay.]
Kun an saro mong mata magin dahelan kan pagkakasala mo, hulwata iyan! Mas marahay pang lumaog ka sa Kahadean nin Dios na may saro sanang mata, ki kan may duwang mata alagad ihulog sa impyerno.	Kung ang mata mo'y nakapagpapatisod sa iyo, dukitin mo ito. Mas mabuti pa sa iyo ang pumasok sa kaharian ng Diyos na may isang mata, kaysa may dalawang mata at mabulid sa impiyerno,
Duman ‘an mga ulod sa saindang hawak dai nanggad nagagadan asin an kalayo dai nanggad nasisigbo.’	na kung saan ang kanilang mga uod ay hindi namamatay, at ang apoy ay hindi napapatay.
Naghale si Jesus sa lugar na idto. Nagduman siya sa rehiyon nin Judea, dangan nagdagos siya sa ibong kan Salog nin Jordan. Kadakul naman na tawo an nagtiripon saiya. Tinukdoan niya sinda siring sa dati niyang ginigibo.	Mula roon, siya'y umalis at pumunta sa lupain ng Judea at sa kabila ng Jordan. At muling nagtipon ang napakaraming tao sa paligid niya at tulad ng kanyang nakaugalian, muli niyang tinuruan sila.
Nagduman an nagkapirang Fariseo. Boot nindang pataluksohon siya sa paagi nin paghapot, “Tugot daw kan satong Katogonan na suhayan kan lalaki an saiyang agom?”	Dumating ang mga Fariseo at upang subukin siya ay kanilang itinanong, “Ipinahihintulot ba sa lalaki na makipaghiwalay sa kanyang asawa?”
Sinimbag sinda ni Jesus, “Ano an pagboot na itinao ni Moises saindo?”	At sumagot siya sa kanila, “Ano ba ang iniutos sa inyo ni Moises?”
Nagsimbag sinda, “Itinugot ni Moises na suhayan kan lalaki an saiyang agom pakatapos na maggibo nin kasuratan nin pagsuhay.”	Sinabi nila, “Ipinahintulot ni Moises na sumulat ang isang lalaki ng kasulatan ng paghihiwalay, at makipaghiwalay sa babae.”
Sinabihan sinda ni Jesus, “Nagsurat si Moises kaining togon para saindo huli sa katagasan kan payo nindo.	Ngunit sinabi sa kanila ni Jesus, “Dahil sa katigasan ng inyong puso, isinulat niya ang utos na ito sa inyo.
Alagad sa kapinonan nin paglalang, isinabi ini, ‘Linalang nin Dios sindang lalaki asin babae.	Ngunit buhat pa sa pasimula ng paglikha, ‘ginawa sila ng Diyos na lalaki at babae.’
Huli kaini, babayaan kan lalaki an saiyang ama asin ina, masaro sa agom niya,	‘Dahil dito'y iiwan ng lalaki ang kanyang ama at ina, at makikipisan sa kanyang asawa;
dangan sindang duwa magigin saro.’ Kaya bako na sindang duwa, kundi saro.	at ang dalawa ay magiging isang laman!’ Kaya't hindi na sila dalawa, kundi isang laman.
Kaya dai dapat pagsuhayon nin tawo an pinagsaro nin Dios.”	Kaya't ang pinagsama ng Diyos ay huwag hayaang paghiwalayin ng tao.”
Pag-abot ninda sa harong, hinapot giraray si Jesus kan mga disipulo dapit kan bagay na ini.	Sa bahay naman ay muling tinanong siya ng mga alagad tungkol sa bagay na ito.
Sinabihan sinda ni Jesus, “An lalaking magsuhay sa agom saka umagom nin iba, nagkakasala nin adulteryo sa saiyang agom;	At sinabi niya sa kanila, “Ang sinumang makipaghiwalay sa kanyang asawang babae at mag-asawa sa iba ay nagkakasala ng pangangalunya laban sa kanya.
