bik,tl
"Sarong aldaw na Sabbath, nag-agi sa mga oma nin trigo si Jesus kaiba an saiyang mga disipulo. Mantang naglalakaw sinda, nagrapgos nin trigo an mga disipulo.","Nang isang Sabbath, nagdaraan siya sa mga bukirin ng trigo, at samantalang sila'y nagdaraan ang kanyang mga alagad ay nagsimulang pumitas ng mga uhay."
"Kaya sinabihan kan mga Fariseo si Jesus, “Hilinga, tadaw ta ginigibo kan mga disipulo mo an ipinangangalad sa Katogonan dapit sa Sabbath?”","Sinabi sa kanya ng mga Fariseo, “Tingnan mo, bakit nila ginagawa ang hindi ipinahihintulot sa araw ng Sabbath?”"
"Sinimbag sinda ni Jesus, “Dai pa nindo nabasa kun ano an ginibo ni David kan siya saka an saiyang kairiba magutom?","At sinabi niya sa kanila, “Kailanman ba'y hindi ninyo nabasa ang ginawa ni David nang siya at ang kanyang mga kasamahan ay nagutom at nangailangan ng pagkain?"
Naglaog siya sa harong nin Dios dangan kinakan an tinapay na idinolot na sa Dios; tinawan pa niya an mga kairiba niya. Maski ngani an sabi sa Katogonan mga padi sana an pwedeng magkakan kan tinapay na idto. Nangyari idto kan si Abiatar an Halangkaw na Padi.”,"Kung paanong pumasok siya sa bahay ng Diyos, noong si Abiatar ang pinakapunong pari at kumain siya ng tinapay ng paghahandog, na hindi ipinahihintulot kainin maliban ng mga pari lamang at binigyan pa niya ang kanyang mga kasamahan?”"
"Nagsabi pa si Jesus, “An Sabbath minukna para sa tawo; bakong an tawo para sa Sabbath.","At sinabi niya sa kanila, “Ang Sabbath ay ginawa para sa tao, at hindi ang tao para sa Sabbath."
Kaya an Aki nin Tawo Kagurangnan maski kan Sabbath.”,Kaya't ang Anak ng Tao ay Panginoon maging ng Sabbath.”
Nagbalik giraray si Jesus sa sinagoga. Igwa duman nin sarong tawong paralisado an sarong kamot.,Muli siyang pumasok sa sinagoga at doo'y may isang lalaking paralisado ang isang kamay.
Binantayan si Jesus kan nagkapirang tawo duman kun bobolongon niya an lalaki sa aldaw na Sabbath tanganing ikasumbong ninda siya.,Kanilang minamatyagan si Jesus kung kanyang pagagalingin ang lalaki sa araw ng Sabbath upang siya'y maparatangan nila.
"Sinabihan ni Jesus an lalaki, “Madya digdi.”","Sinabi niya sa lalaking paralisado ang kamay, “Lumapit ka.”"
"Dangan hinapot niya an mga tawo, “Ano an itinutugot kan Katogonan na gibohon sa aldaw na Sabbath? Pagtabang o pagraot? Pagligtas nin buhay nin tawo o paggadan?”","At sinabi niya sa kanila, “Ipinahihintulot ba na gumawa ng mabuti sa araw ng Sabbath, o ang gumawa ng masama, magligtas ng buhay, o pumuksa nito?” Ngunit sila'y tahimik."
Alagad dai sinda naggirong.,"Sila'y tiningnan niya ng may galit. Nalulungkot siya sa katigasan ng kanilang puso at sinabi niya sa lalaki, “Iunat mo ang iyong kamay.” Iniunat niya ito at nanumbalik sa dati ang kanyang kamay."
"Anggot na hiniling ni Jesus an mga tawo asin nagmondo siya huli sa katagasan kan saindang puso. Sinabihan niya an lalaki, “Unata an kamot mo.” Inunat kan lalaki an kamot niya dangan naomayan idto.",Lumabas ang mga Fariseo at agad nakipagsanggunian sa mga Herodiano laban sa kanya kung paanong siya'y mapupuksa nila.
"Pakatapos, nagluwas sa sinagoga an mga Fariseo asin nakipagtagbo tolos sinda sa mga kakampi ni Herodes asin nag-orolay sinda kun paano ninda magagadan si Jesus.",At si Jesus ay umalis kasama ng kanyang mga alagad patungo sa lawa. Sumunod ang napakaraming tao mula sa Galilea.
"Nagduman sa Danaw nin Galilea si Jesus saka an saiyang mga disipulo; nagsunod saiya an kadakul na tawo hale sa Galilea, sa Judea,","Nang kanilang mabalitaan ang lahat ng kanyang ginawa, napakaraming tao ang pumaroon sa kanya mula sa Judea, Jerusalem, Idumea, sa kabilang ibayo ng Jordan, at sa palibot ng Tiro at Sidon."
"Jerusalem, Idumea, sa ibong kan Jordan asin hale sa mga banwaan sa palibot kan mga syudad nin Tiro asin Sidon. An mga ini nagduman ki Jesus huli ta nadangog ninda an mga bagay na saiyang ginibo.","At sinabi niya sa kanyang mga alagad na ihanda para sa kanya ang isang bangka dahil sa napakaraming tao, baka siya'y kanilang siksikin."
Sinabihan ni Jesus an saiyang mga disipulo na mag-andam nin sakayan tanganing dai siya dagosoon kan mga tawo.,"Sapagkat siya'y nagpagaling ng marami, siniksik siya ng lahat ng maysakit upang siya'y mahipo."
"Kadakul na an binolong niya, kaya nakikipagsosoan pasiring saiya an gabos na naghehelang tanganing makaduta lamang saiya.","At tuwing makikita siya ng masasamang espiritu, sila'y nagpapatirapa sa kanyang harapan, at sumisigaw, “Ikaw ang Anak ng Diyos.”"
"Kun nahihiling siya kan mga tawong may maraot na espiritu, minadapa sinda sa atubangan niya saka minakurahaw, “Ika an Aki nin Dios!”",Mahigpit na iniutos niya sa kanila na siya'y huwag nilang ipahayag.
Alagad pinagbotan nanggad ni Jesus na dai siya ninda ipagpamidbid.,"Siya'y umahon sa bundok, at tinawag niya ang kanyang mga naibigan at lumapit sila sa kanya."
Dangan nagtukad si Jesus sa bulod asin inapod an mga lalaking boot niyang pilion; nagdorolok sinda saiya.,"Humirang siya ng labindalawa na tinawag din niyang mga apostol upang sila'y makasama niya at upang sila'y suguin niyang mangaral,"
Puminili siya nin dose (na inapod niyang mga apostol) tanganing magin kaiba-iba niya asin tanganing sugoon na maghulit kan Marahay na Bareta.,at magkaroon ng kapangyarihang magpalayas ng mga demonyo:
Tinawan niya sinda nin kapangyarihan sa pagpaluwas nin mga demonyo.,[Ito ang labindalawang hinirang niya:] si Simon na kanyang pinangalanang Pedro;
An doseng pinili iyo ini: si Simon (na inapod ni Jesus na Pedro);,"si Santiago na anak ni Zebedeo, at si Juan na kapatid ni Santiago na tinawag niyang Boanerges, na ang kahulugan ay mga Anak ng Kulog;"
"si Santiago saka an tugang niyang si Juan na mga aki ni Zebedeo (na inaapod Boanerges, na an boot sabihon “Mga Aki nin Daguldol”);","si Andres, si Felipe, si Bartolome, si Mateo, si Tomas, si Santiago na anak ni Alfeo, si Tadeo, si Simon na Cananeo;"
"si Andres, Felipe, Bartolome, Mateo, Tomas, Santiago na aki ni Alfeo, si Tadeo, si Simon na Patriota,",at si Judas Iscariote na siyang nagkanulo sa kanya.
asin si Judas Iscariote na nagpasaluib saiya.,"At pumasok siya sa isang bahay, at muling nagkatipon ang maraming tao, kaya't sila'y hindi man lamang makakain."
Dangan nagpuli si Jesus. Dakul na tawo an nagtiripon giraray kaya si Jesus sagkod an saiyang mga disipulo mayo na nin oras na magkakan.,"Nang mabalitaan iyon ng kanyang sambahayan, lumabas sila upang siya'y pigilan sapagkat sinasabi ng mga tao, “Wala siya sa sarili.”"
"Kan madangog ini kan saiyang mga kadugo, nagduman sinda tanganing kuahon siya huli ta may mga tawong nagsasabing nabubua na siya.","At sinabi ng mga eskriba na bumaba mula sa Jerusalem, “Nasa kanya si Beelzebul. Sa pamamagitan ng pinuno ng mga demonyo ay nagpapalayas siya ng mga demonyo.”"
"An nagkapirang mga paratukdo kan Katogonan na hale sa Jerusalem nagsabi, “Yaon saiya si Beelzebul, an poon kan mga demonyo, na iyo an nagtatao saiya nin kapangyarihan sa pagpaluwas kan mga demonyo.”","Sila'y kanyang pinalapit sa kanya at nagsalita sa kanila sa mga talinghaga, “Paanong mapapalayas ni Satanas si Satanas?"
"Kaya pinarani ni Jesus saiya an mga tawo asin nagtaram sainda sa paagi nin mga parabola, “Paanong mapaluwas ni Satanas si Satanas?","Kung ang isang kaharian ay nagkakabaha-bahagi laban sa kanyang sarili, hindi makakatayo ang kahariang iyon."
"Kun an sarong kahadean nababanga, an kahadean na iyan dai magdadanay.","At kung ang isang bahay naman ay nagkakabaha-bahagi laban sa kanyang sarili, hindi makakatayo ang bahay na iyon."
"Kun an sarong pamilya nababanga, an pamilyang iyan dai magdadanay.","Kung maghihimagsik si Satanas laban sa kanyang sarili at magkabaha-bahagi, hindi siya makakatayo, kundi siya'y magwawakas."
"Kaya kun magrebelde si Satanas sa sadiri niya dangan mabanga, dai siya madanay kundi iyo na iyan an saiyang kataposan.","Ngunit walang makakapasok sa bahay ng malakas na tao upang samsamin ang kanyang mga ari-arian, malibang gapusin muna niya ang malakas na tao; at kung magkagayo'y malolooban niya ang bahay nito."
"“Mayong makakasalakat sa harong kan makosog na tawo kun dai ngona niya gaposon ini. Kun magapos na niya, saka pa sana niya masasamsaman an harong.",“Katotohanang sinasabi ko sa inyo na patatawarin ang lahat ng mga kasalanan ng anak ng mga tao at anumang paglapastangan na kanilang sabihin.
"“Sa Katotoohan sinasabihan ko kamo, pwedeng patawadon an mga tawo kan gabos nindang kasalan sagkod kan anoman na ginibo nindang paglanghad.","Ngunit sinumang magsalita ng paglapastangan laban sa Espiritu Santo ay walang kapatawaran magpakailanman, kundi nagkakasala ng isang kasalanang walang hanggan,”"
Alagad an maglanghad sa Espiritu Santo dai nanggad nin kapatawadan dahel ta nakaginibo siya nin kasalan na daing kataposan.” (,"sapagkat sinabi nila, “Siya'y may masamang espiritu.”"
"Itinaram ini ni Jesus dahel ta sinda nagsasabi, “Igwa siya nin maraot na espiritu.”)","Dumating ang kanyang ina at ang kanyang mga kapatid na lalaki. At nakatayo sila sa labas, nagpasugo sa kanya, at siya'y tinawag."
Dangan nag-abot an ina asin mga tugang ni Jesus. Nagtindog sinda sa luwas kan harong asin pinatabian siya.,"Nakaupo ang maraming tao sa palibot niya at sinabi nila sa kanya, “Nasa labas ang iyong ina at ang iyong mga kapatid, at hinahanap ka.”"
"An mga tawong nagtuturukaw sa palibot niya nagsabi saiya, “Nasa luwas an saimong ina asin mga tugang, pinapatabian ka.”","Sumagot siya sa kanila, “Sino ang aking ina at ang aking mga kapatid?”"
"Alagad nagsimbag si Jesus, “Siisay an sakuyang ina asin an sakuyang mga tugang?”","Tiningnan niya ang mga nakaupo sa palibot niya at sinabi, “Narito ang aking ina at ang aking mga kapatid!"
"Hiniling niya an mga nagtutukaw sa palibot niya asin nagsabi, “Ini an sakong ina asin mga tugang!","Sapagkat sinumang gumaganap ng kalooban ng Diyos, ay siyang aking kapatid na lalaki, kapatid na babae, at ina.”"
"Nagpoon giraray magtukdo si Jesus sa tampi kan Danaw nin Galilea. Tiniriponan siya nin kadakul na tawo kaya naglunad asin nagtukaw siya sa sarong sakayan na yaon sa tubig, mantang an mga tawo nasa baybayon.","Siya'y muling nagpasimulang magturo sa tabi ng dagat. At nagtipon sa palibot niya ang napakaraming tao, kaya't siya'y sumakay sa isang bangkang nasa lawa at naupo roon. Ang lahat ng tao ay nasa dalampasigan."
Tinukdoan niya sinda nin dakul na bagay sa paagi nin mga parabola:,"Sila'y tinuruan niya ng maraming bagay sa pamamagitan ng mga talinghaga at sa kanyang pagtuturo ay sinabi niya sa kanila,"
“Paghinanyog kamo! May sarong paraoma na nagsabwag nin banhi.,“Makinig kayo. Ang isang manghahasik ay lumabas upang maghasik.
"Mantang isinasabwag niya an banhi, nahulog an iba sa dalan; nag-abot an mga gamgam saka tinuka idto.","At nangyari, sa kanyang paghahasik, ang ilang binhi ay nahulog sa tabi ng daan at nagdatingan ang mga ibon at kinain ito."
An ibang banhi nakasabwag sa lugar na magapo. Nagtambo tolos ini huli ta manipis an daga duman.,Ang iba ay nahulog sa batuhan na doo'y walang maraming lupa. Agad itong sumibol sapagkat hindi malalim ang lupa.
"Alagad pag-init kan aldaw nagkaaralang tolos an sadit pang tinanom, huli ta dai nakagamot nin hararom.","Nang sumikat ang araw, nainitan ito at dahil sa walang ugat, ito'y natuyo."
An iba man na mga banhi nahulog sa katonokan. Pagtambo kan tonok pinoot an banhi kaya dai nagbunga.,"Ang iba ay nahulog sa tinikan at lumaki ang mga tinik at sinakal ito, at ito'y hindi namunga."
"Alagad an ibang banhi nakasabwag sa matabang daga, nabuhay asin namunga: may treynta, sesenta, asin sanggatos.”","Ang iba ay nahulog sa mabuting lupa at namunga, na tumataas, lumalago at namumunga ng tatlumpu, animnapu, at isandaan.”"
"Nagsabi pa si Jesus, “An may talinga magdangog!”","At sinabi niya, “Ang may taingang pandinig ay makinig.”"
"Kan mayo an kadaklan, nagdolok ki Jesus an mga nasa palibot niya kaiba an dose asin naghapot saiya kun ano an kahulogan kan mga parabola.","Nang siya'y mag-isa na, ang mga nasa palibot niya kasama ang labindalawa ay nagtanong sa kanya tungkol sa mga talinghaga."
"Sinabihan sinda ni Jesus, “Saindo ipinapasabot an mga hilom kan Kahadean nin Dios, alagad an iba tinutukdoan sa paagi nin mga parabola,","At sinabi niya sa kanila, “Sa inyo ipinagkaloob ang hiwaga ng kaharian ng Diyos, ngunit sa kanilang nasa labas, ang lahat ng mga bagay ay ginagawa sa mga talinghaga;"
tanganing,"upang kung sa pagtingin ay hindi sila makakita; at sa pakikinig ay hindi sila makaunawa, baka sila'y magbalik-loob at mapatawad.”"
"‘maski anong hiling ninda, dai sinda makakamaan,","At sinabi niya sa kanila, “Hindi ba ninyo nalalaman ang talinghagang ito? Paano nga ninyo mauunawaan ang lahat ng mga talinghaga?"
"maski anong dangog ninda, dai sinda makakasabot;",Ang manghahasik ay naghahasik ng salita.
"huli ta kun makahiling sinda asin makasabot, tibaad magbalik sinda sa Dios","Ito ang mga nasa tabi ng daan na nahasikan ng salita. Nang kanilang mapakinggan ito, agad dumating si Satanas at inagaw ang salitang inihasik sa kanila."
asin patawadon niya sinda.’”,"Gayundin naman ang mga nahasik sa batuhan, nang marinig nila ang salita, agad nila itong tinanggap na may galak;"
"Dangan hinapot sinda ni Jesus, “Dai nindo nasasabotan an parabolang ini? Kun siring, paano nindong masabotan an iba pang parabola?","at hindi ito nagkaugat sa kanilang sarili, kundi panandalian lamang. Kaya't nang dumating ang kapighatian o ang mga pag-uusig dahil sa salita, kaagad silang tumatalikod."
An paraoma nagsasabwag kan tataramon.,"Ang iba'y nahasik sa tinikan. Ang mga ito ang nakinig ng salita,"
"An ibang mga tawo garo an mga banhi na nahuhulog sa dalan. Pakadangog ninda kan tataramon, minaabot tolos si Satanas; inaagaw niya an tataramon na isinabwag sainda.","ngunit ang mga alalahanin ng sanlibutan, ang pang-akit ng mga kayamanan, at ang mga pagnanasa sa ibang bagay ay pumasok at sinakal ang salita at ito'y hindi nakapamunga."
"An ibang mga tawo garo an mga banhi na nahuhulog sa lugar na magapo. Pakadangog ninda kan tataramon, maogma nindang inaako ini.","Ang mga ito ang nahasik sa mabuting lupa: narinig nila ang salita, tinanggap ito at namumunga ng tatlumpu, animnapu at isandaan.”"
"Alagad dai nakatadom nin marahay kaya dai nahaloy. Pag-abot kan karibokan o kasakitan dahel sa tataramon, minabaya tolos sinda.","At sinabi niya sa kanila, “Inilalabas ba ang ilawan upang ilagay sa ilalim ng takalan, o sa ilalim ng higaan, at hindi sa talagang lalagyan ng ilawan?"
"An ibang mga tawo garo an mga banhi na nahuhulog sa lugar na matonok. Sinda an mga tawo na nagdadangog kan tataramon,",Sapagkat walang bagay na nakatago na hindi ihahayag; o walang nalilihim na hindi ilalantad sa liwanag.
"alagad pinopoot ini kan mga kahaditan sa buhay na ini, pagkamoot sa kayamanan asin kan kamawotan sa manlaen-laen na bagay. Kaya dai nagbubunga.","Kung ang sinuman ay may taingang ipandirinig, hayaan siyang makinig.”"
"Alagad an ibang mga tawo garo an mga banhi na nakakasabwag sa matabang daga. Dinadangog ninda asin inaako an tataramon, saka namumunga; may treynta, may sesenta, may sanggatos.”","At sinabi niya sa kanila, “Pag-ingatan ninyo kung ano ang inyong pinapakinggan: sa panukat na inyong isinusukat, kayo'y susukatin; at higit pa ang sa inyo'y ibibigay."
"Nagsabi pa si Jesus, “Pinapagkotan daw an ilawan tanganing tahoban o ibugtak sa irarom kan higdaan? Bako daw ibinubugtak iyan sa bugtakan kan ilawan?","Sapagkat ang mayroon ay lalo pang bibigyan; at ang wala, pati na ang nasa kanya ay kukunin pa.”"
"Huli ta an anoman na natatago, ihahayag; an anoman na natatahoban, bubuksan.","Sinabi niya, “Ang kaharian ng Diyos ay gaya ng isang taong naghahasik ng binhi sa lupa,"
"An may talinga, magdangog!”",at natutulog at bumabangon siya sa gabi at araw. Sumisibol at lumalaki ang binhi na hindi niya nalalaman kung paano.
"Nagtaram pa siya sainda, “Pakatandaan nindo an saindong nadadangog! An sukol na ginagamit nindo sa iba, iyo man an gagamiton nin Dios saindo, asin orog pa.","Ang lupa mismo ang nagpapasibol sa halaman, una ang usbong, saka ang uhay, pagkatapos ay ang uhay na hitik sa butil."
"Huli ta an siisay man na igwa, tatawan pa nin mas dakul; alagad an siisay na mayo, kukuahan pa maski kan kadikit na sadiri niya.”","Ngunit kapag hinog na ang bunga, agad niyang kinukuha ang karit, sapagkat dumating na ang pag-aani.”"
"Nagtaram pa si Jesus, “An Kahadean nin Dios nakakaagid sa tawo na nagsabwag nin banhi sa oma.","Kanyang sinabi, “Sa ano natin maihahambing ang kaharian ng Diyos; o anong talinghaga ang gagamitin natin para dito?"
"Minakatorog siya pagkabanggi, minabangon pagkaaga, mantang an banhi nagtatambo saka nagtatalubo. Alagad dai niya aram kun paanong nangyayari iyan.","Ito'y tulad sa butil ng binhi ng mustasa na kapag naihasik sa lupa, bagama't siyang pinakamaliit sa lahat ng mga binhi na nasa lupa,"
"Kawasa ta an mismong daga an nagpapatalubo sa tanom: enot minatunga an dahon, sunod an uhoy, dangan an mga tipasi.","ngunit kapag ito'y naihasik ay tumutubo, nagiging mas malaki kaysa lahat ng mga halaman, at nagsasanga ng malalaki, anupa't ang mga ibon sa himpapawid ay nakakagawa ng mga pugad sa lilim nito.”"
"Kun an mga tipasi hinog na, pinuputol na nin asyab, huli ta panahon na nin pag-ani.”","Sa pamamagitan ng gayong maraming talinghaga, sinabi niya sa kanila ang salita, ayon sa kakayahan nilang makinig."
"Nagsabi pa si Jesus, “Sa ano ta ikakabaing an Kahadean nin Dios? Anong parabola an satong gagamiton sa pagpaliwanag kaiyan?",At hindi siya nagsalita sa kanila maliban sa talinghaga ngunit sa kanyang sariling mga alagad ay sarilinan niyang ipinapaliwanag ang lahat ng mga bagay.
An Kahadean nin Dios nakakaagid sa sarong pisog nin mustasa na itinanom sa daga. Ini an pinakasadit sa gabos na pisog sa kinaban.,"Nang araw ding iyon, nang sumapit na ang gabi ay sinabi niya sa kanila, “Tumawid tayo sa kabilang ibayo.”"
"Alagad kun itinanom, minatalubo asin nagigin pinakadakula sa gabos na tanom. Minasanga ini nin darakula kaya an mga gamgam minagibo nin mga salagan sa lindong kaiyan.”","Pagkaiwan sa maraming tao, siya'y kanilang isinama sa bangka, ayon sa kanyang kalagayan. At may iba pang mga bangka na kasama niya."
