source,reference,translation
"When they had eaten as much as they wanted, they lightened the ship by throwing the grain into the sea.","Nang makakain na sila nang sapat, pinagaan nila ang barko sa pamamagitan ng pagtatapon ng trigo sa dagat.","At nang sila'y kumain at napakaliit, sila'y nagbubusog ng trigo sa dagat upang maging madali ang barko."
"Compete in the good fight of faith. Grab hold of eternal life—you were called to it, and you made a good confession of it in the presence of many witnesses.","Makipaglaban ka sa mabuting pakikipaglaban ng pananampalataya, panghawakan mo ang buhay na walang hanggan na dito'y tinawag ka, at ipinahayag mo ang mabuting pagpapahayag sa harapan ng maraming mga saksi.","Makipaglaban ka sa mabuting labanan ng pananampalataya, at kumita ka sa buhay na walang hanggan, na kung saan ikaw ay tinawag, at sa harap ng maraming saksi ay iyong sinungaling ang mabuting paniniwala."
"Then Gideon came to the Jordan. As he and the three hundred men with him crossed over, they were exhausted but still giving chase.",Si Gideon ay dumating sa Jordan at siya'y tumawid. Siya at ang tatlong daang lalaki na kasama niya ay nanghihina na ngunit nagpapatuloy pa.,"At si Gideon ay dumating sa Jordan, at siya at ang tatlong daang tao na kasama niya ay lumipas, at sila'y napagod, ngunit patuloy pa rin ang kanilang pag-iimbak."
"Now take for yourself high-quality spices: five hundred weight of solid myrrh; half as much of sweet-smelling cinnamon, that is, two hundred fifty; two hundred fifty weight of sweet-smelling cane;","“Magdala ka rin ng pinakamaiinam na pabango: ng purong mira na limang daang siklo, at ng mabangong kanela na kalahati nito ang dami, dalawang daan at limampu; at ng mabangong kalamo na dalawang daan at limampu,","Ngayon ay kunin mo ang iyong sarili ng mahusay na mga inumin: limang daang timbang ng mirra, at kalahating timbang ng sinamon, dalawang daang daang daang daang daang daang daang daang daang daang daang daang daang daang daang daang daang daang daang daang daang daang daang daang daang daang daang daang daang."
"You who ride white donkeys,","Sa tugtog ng mga manunugtog sa mga dakong igiban ng tubig,","Ikaw na sumasakay sa mga puting asno,"
"Each of these towns was fortified with high walls, double gates, and crossbars. Outside the towns there were also a great number of villages.","Ang lahat ng mga lunsod nito'y napapaligiran ng matataas na pader, mga pintuang-lunsod at mga halang; bukod pa ang napakaraming mga nayong walang pader.","Ang bawat bayan ay may mataas na mga pader, dalawang pintuang-bayan, at mga barya; at sa labas ng mga bayan ay maraming mga bayan."
"Say this to him: ‘Peace to you, your household, and all that is yours!","Ganito ang sasabihin ninyo sa kanya: ‘Kapayapaan nawa ang sumaiyo, at kapayapaan nawa ang sumaiyong sambahayan, at kapayapaan nawa ang dumating sa lahat ng iyong pag-aari.","Sinabi mo sa kanya, Magkakaroon ka ng kapayapaan, ikaw, at ang iyong sangbahayan, at ang lahat ng iyong mga bagay."
Then Moses brought Aaron and his sons forward and washed them in water.,"At dinala ni Moises si Aaron at ang kanyang mga anak, at hinugasan sila ng tubig.",Pagkatapos ay dinala ni Moises si Aaron at ang kanyang mga anak na lalaki at niluluto sila sa tubig.
That day Jesus went out of the house and sat down beside the lake.,Nang araw ding iyon ay lumabas si Jesus sa bahay at umupo sa tabi ng dagat.,"Nang araw na iyon, lumabas si Jesus sa bahay at umupo sa tabi ng lawa."
"Now, after having investigated everything carefully from the beginning, I have also decided to write a carefully ordered account for you, most honorable Theophilus.","ay minabuti ko naman, pagkatapos na siyasating mabuti ang lahat ng mga pangyayari buhat sa pasimula, na sumulat ng isang maayos na salaysay para sa iyo, kagalang-galang na Teofilo,","Pagkatapos kong suriin nang mabuti ang lahat ng bagay mula sa simula, napasiyahan ko rin na isulat sa iyo ang isang pagkakasunud-sunod na talaan, Teofilo,"
so grace and truth came into being through Jesus Christ.,"Narinig siya ng dalawang alagad na nagsalita nito, at sila'y sumunod kay Jesus.",kaya't ang biyaya at katotohanan ay dumating sa pamamagitan ni Jesu-Cristo.
so my arms can bend a bronze bow.,Kanyang sinasanay ang aking mga kamay sa pakikidigma.,kaya't ang aking mga kamay ay makukulang ng isang palak na tumbaga.
but the world didn’t recognize the light.,"Siya'y nagpahayag at hindi ikinaila kundi sinabing, “Hindi ako ang Cristo.”",Ngunit ang sanlibutan ay hindi nakilala ng liwanag.
"He will remove all of its fat, just as the fat from a communal sacrifice of well-being is removed. Then the priest will completely burn it on the altar as a soothing smell to the LORD . In this way, the priest will make reconciliation for them, and they will be forgiven.","Lahat ng taba niyon ay kanyang aalisin, gaya ng pag-aalis ng taba sa alay na handog pangkapayapaan; at ito ay susunugin ng pari sa dambana bilang mabangong samyo sa Panginoon . Gayon gagawin ng pari ang pagtubos para sa kanya, at siya ay patatawarin.","At ang lahat ng taba nito ay ilabas niya, gaya ng alabas ng taba ng handog ng kapayapaan; at ang saserdote ay magsusunog ng buong taba sa dambana, na isang magagandang amoy sa Panginoon; at ang saserdote ay gagawa ng pagpapahinga para sa kanila, at sila'y mapapatawad."
so that what was spoken through Isaiah the prophet might be fulfilled:,"Ito ay upang matupad ang sinabi sa pamamagitan ni propeta Isaias, na sinasabi:","upang matupad ang sinabi ni Isaias na propeta,"
Each person will have to carry their own load.,Sapagkat ang bawat tao ay dapat magdala ng kanyang sariling pasan.,Sapagkat ang bawat isa ay magdala ng kanyang sariling awit.
“Who will tell me if your father responds harshly?” David asked Jonathan.,"Nang magkagayo'y sinabi ni David kay Jonathan, “Sino ang magsasabi sa akin kung ang iyong ama ay sumagot sa iyo nang may galit?”",Sino ang magsasabi sa akin kung ang iyong ama ay sumagot ng matigas? Sinabi ni David kay Jonatan.
"two hundred female goats and twenty male goats, two hundred ewes and twenty rams,","dalawang daang kambing na babae, dalawampung lalaking kambing, dalawang daang tupang babae, at dalawampung tupang lalaki,","dalawang daang kambing babae, dalawang daang kanding lalaki, dalawang daang kordero, dalawang daang kordero,"
"When they sat down to eat, they looked up and saw a caravan of Ishmaelites coming from Gilead, with camels carrying sweet resin, medicinal resin, and fragrant resin on their way down to Egypt.","Halikayo, atin siyang ipagbili sa mga Ismaelita, at huwag natin siyang pagbuhatan ng kamay, sapagkat siya'y ating kapatid, at ating laman.” At pinakinggan siya ng kanyang mga kapatid.","Nang sila'y umupo upang kumain, sila'y tumingin at nakakita ng isang karwahe ng mga Ismaelita na dumarating mula sa Galaad, na may mga kamelyo na naglalayas ng masarap na resina, ng gamot na resina, at ng hubag na resina sa kanilang paglalakbay patungo sa Ehipto."
"Your territory will stretch from the desert and the Lebanon as far as the great Euphrates River, including all Hittite land, up to the Mediterranean Sea on the west.","Mula sa ilang at sa Lebanon na ito, hanggang sa malaking ilog ng Eufrates, sa buong lupain ng mga Heteo, at hanggang sa Malaking Dagat sa dakong nilulubugan ng araw ay magiging inyong nasasakupan.","Ang inyong lupain ay magiging mula sa ilang at sa Libano hanggang sa malaking ilog na Eufrates, kasama ang buong lupain ng mga Hetita, hanggang sa Dagat ng Mediteraneo sa kanluran."
"I will turn your cities into ruins, I will devastate your sanctuaries, and I will not smell the soothing smells of your offerings.","Kayo'y aking ikakalat sa mga bansa, at pagbubunutan ko kayo ng tabak sa hulihan ninyo, at ang inyong lupain ay magiging isang ilang, at ang inyong mga lunsod ay basurahan.","Gagawin ko ang inyong mga bayan na walang laman, at ang inyong mga santuario ay aking lalayo, at hindi ko mapapahinga ang amoy ng inyong mga handog."
"The LORD spoke to Aaron: I now place you in charge of my gifts, including all the Israelites’ sacred offerings. I have given them to you and your sons as an allowance. This is a permanent regulation.","Sinabi ng Panginoon kay Aaron, “Ako'y narito, ibinigay ko sa iyo ang katungkulan sa mga handog na para sa akin, lahat ng mga banal na bagay ng mga anak ni Israel. Ibinigay ko sa iyo ang mga ito bilang bahagi; at sa iyong mga anak bilang marapat na bahagi ninyo magpakailanman.","Sinabi ng Panginoon kay Aaron, Ikaw ay aking itinatag sa aking mga handog, kasama ang lahat ng mga banal na handog ng mga anak ni Israel, na aking ibinigay sa iyo at sa iyong mga anak na lalaki bilang kahalili; ito'y isang palatandaan na walang hanggan."
"but the dove found no place to set its foot. It returned to him in the ark since waters still covered the entire earth. Noah stretched out his hand, took it, and brought it back into the ark.","Ngunit ang kalapati ay hindi nakakita ng madadapuan ng kanyang paa, kaya't ito'y nagbalik sa kanya sa daong sapagkat ang tubig ay nasa ibabaw pa ng buong lupa. Kaya't inilabas niya ang kanyang kamay, kinuha niya ito at ipinasok sa daong.","Ngunit ang kalapati ay hindi natagpuan ng isang dako upang maglakad, at siya'y bumalik sa kaniya sa barko, sapagkat ang tubig ay lumubog pa sa buong lupa. Tinatasan ni Noe ang kanyang kamay at kinuha ito, at dinala ito sa barko."
"Laban said to Jacob, “Here is this mound and here is the sacred pillar that I’ve set up for us.","Ang buntong ito ay isang saksi, at ang haligi ay isang saksi na hindi ako lalampas sa buntong patungo sa inyo, at hindi ka lalampas sa buntong ito at sa haligi patungo sa akin upang saktan ako.","At sinabi ni Laban kay Jacob,  Narito ang buntot na ito, at ang banal na haligi na aking itinayo para sa amin."
"These are Ephraim’s descendants according to their clans: from Shuthelah, the Shuthelahite clan; from Becher, the Becherite clan; from Tahan, the Tahanite clan.","Ito ang mga anak ni Shutela: kay Heran, ang angkan ng mga Heranita.","Ito ang mga anak ni Efraim ayon sa kanilang mga pamilya: mula kay Sutelah, ang pamilya ng mga Sutelahita; mula kay Becher, ang pamilya ng mga Becherita; mula kay Tahan, ang pamilya ng mga Tahanita."
That is because we receive so much comfort through Christ in the same way that we share so many of Christ’s sufferings.,"Subalit kung kami man ay pinahihirapan, ito ay para sa inyong kaaliwan at kaligtasan; at kung kami ay inaaliw, ito ay para sa inyong kaaliwan, na inyong dinanas kapag kayo'y matiyagang nagtitiis ng gayunding paghihirap na aming dinaranas.","Sapagka't sa pamamagitan ni Cristo ay nakatanggap tayo ng maraming kaaliwan, gaya ng ating mga kasama sa mga paghihirap ni Cristo."
"After taking the bread and giving thanks, he broke it and gave it to them, saying, “ This is my body, which is given for you. Do this in remembrance of me. ”","At siya'y dumampot ng tinapay, at nang siya'y makapagpasalamat, kanyang pinagputul-putol, at ibinigay sa kanila, na sinasabi, “Ito'y aking katawan na ibinibigay dahil sa inyo. Gawin ninyo ito sa pag-aalaala sa akin.”","Pagkatapos niyang kumuha ng tinapay, nagpasalamat sa Diyos, tinumba niya ito at ibinigay sa kanila, at sinabi, Ito ay aking katawan na ibinibigay para sa inyo. Gawin ninyo ito upang alalahanin ako."
"They dropped a weighted line to take soundings and found the water to be about one hundred twenty feet deep. After proceeding a little farther, we took soundings again and found the water to be about ninety feet deep.",Nang kanilang tarukin ay nalamang dalawampung dipa; at pagkasulong ng kaunti ay tinarok nilang muli at nalamang may labinlimang dipa.,At sila'y nagbubusog ng isang dulo at dalawang dalawampung dalawampung dalawampung dalawampung dalawampung dalawampung dalawampung dalawampung dalawampung dalawampung dalawampung dalawampung dalawampung dalawampung dalawampung dalawampung dalawampung dalawampu.
"Then the LORD said to Moses, “Raise your hand toward the sky so that darkness spreads over the land of Egypt, a darkness that you can feel.”","Sinabi ng Panginoon kay Moises, “Iunat mo ang iyong kamay paharap sa langit, upang magdilim sa lupain ng Ehipto ng isang kadilimang mararamdaman.”","At sinabi ng Panginoon kay Moises, Ipagtaas mo ang iyong kamay patungo sa langit, upang lumitaw ang kadiliman sa ibabaw ng lupain ng Egipto, isang kadiliman na iyong nararamdaman."
"“But the vine replied to them, ‘Should I stop providing my wine that makes gods and humans happy, so that I can go to sway over the trees?’","Ngunit sinabi ng ubas sa kanila, ‘Akin bang iiwan ang aking alak na nagpapasaya sa mga diyos at sa mga tao, at hahayo upang makipagsayawan sa mga punungkahoy?’","Ngunit sinabi ng ubas sa kanila, Ayos ba ang aking pagbibigay ng alak na nakakaligaya sa mga diyos at sa mga tao, upang ako'y sumakay sa mga punungkahoy?"
“ and I won’t remember their sins anymore. ”,at ang kanilang mga kasalanan ay hindi ko na aalalahanin pa.”,at ang kanilang mga kasalanan ay hindi ko naalala.
Nobody was able to answer him. And from that day forward nobody dared to ask him anything.,"Walang nakasagot sa kanya kahit isang salita, at wala na ring sinumang nangahas pang magtanong sa kanya ng anuman buhat sa araw na iyon.","Walang sinuman ang nakapagsabi ng isang sagot sa kanya, at mula sa araw na iyon ay walang sinikap na magtanong sa kanya."
They brought what Moses had commanded to the front of the meeting tent. Then the whole community came forward and stood before the LORD .,"Kanilang dinala sa harapan ng toldang tipanan ang iniutos ni Moises, at ang buong kapulungan ay lumapit at tumayo sa harap ng Panginoon .",Ang mga bagay na iniutos ni Moises ay dinala nila sa harap ng tabernakulo ng panaginip; at ang buong kapulungan ay lumapit at tumayo sa harap ng Panginoon.
"the anointing oil, and the sweet-smelling incense for the sanctuary. They will do just as I have commanded you.","at ang langis na pambuhos, ang mabangong insenso para sa dakong banal. Ayon sa lahat ng iniutos ko sa iyo ay gagawin nila ang mga ito.”","ang langis ng pagpapahilo, at ang insenso para sa santuaryo; ayon sa aking iniutos sa iyo ay gagawin nila."
"“Definitely,” David answered the priest. “Whenever I go out to war, women are off-limits; that’s our standard operating procedure. Even on regular missions, the men’s gear is kept holy. That’s even more true today, with the mission holy along with the gear.”","Sumagot si David sa pari, “Sa katotohanan, ang mga babae ay laging inilalayo sa amin kapag mayroon kaming lakad. Ang mga sisidlan ng mga kabataan ay banal, bagaman isang karaniwang paglalakbay; gaano pa kaya kabanal ngayon ang kanilang mga sisidlan?”","At sinabi ni David sa pari,  Kapag ako'y lumabas sa gubat, ang mga babae ay ipinagbabawal. Ito ang aming kaugalian, at ang mga suot ng lalaki ay ipinagbabawal sa araw na ito, at ang mga suot ay lalong ipinagbabawal sa araw na ito, at ang mga suot ay ipinagbabawal sa araw na ito."
