ceb	en
kini mao ang mga panimalay ni isacar sumala niadtong mga naihap, 64300.	these were the clans of Issachar; those numbered were 64300.
kini mao ang mga panimalay sa mga zabulonhanon sumala niadtong mga naihap, 60500.	these were the clans of Zebulun; those numbered were 60500.
ang mga anak ni Jose sumala sa ilang mga panimalay: si manases ug si efraim.	the descendants of Joseph by their clans through manasseh and ephraim were:
ug sa kang arsiel, ang panimalay sa mga arsielhanon; ug sa kang sekem, ang panimalay sa mga sekemhanon;	through asriel, the asrielite clan; through Shechem, the shechemite clan;
ug sa kang semida, ang panimalay sa mga semidahanon; ug sa kang hefer, ang panimalay sa mga heferhanon.	through shemida, the shemidaite clan; through hepher, the hepherite clan.
kini mao ang mga panimalay ni manases ug ang mga naihap, 52700.	these were the clans of manasseh; those numbered were 52700.
ug kini mao ang mga kaliwat ni sutela: sa kang eran, ang panimalay sa mga eranhanon.	these were the descendants of shuthelah: through eran, the eranite clan.
sa kang sefufam, ang panimalay sa mga sefufamhanon; sa kang hufam, ang panimalay sa mga hufamhanon.	through shupham, the shuphamite clan; through hupham, the huphamite clan.
kini mao ang mga kaliwat ni Benjamin sumala sa ilang mga panimalay, ug ang ilang gidaghanon, 45600.	these were the clans of Benjamin; those numbered were 45600.
ang tanang mga panimalay sa mga suhamhanon, sumala sa mga naihap, 64400.	all of them were shuhamite clans; and those numbered were 64400.
sa mga anak ni beria: sa kang heber, ang panimalay sa mga heberhanon; sa kang malkiel, ang panimalay sa mga malkielhanon.	and through the descendants of beriah: through heber, the heberite clan; through malkiel, the malkielite clan.
ug ang ngalan sa anak nga babaye ni aser mao si sera.	(Asher had a daughter named serah.)
kini mao ang mga panimalay sa mga kaliwat ni aser sumala niadtong mga naihap, 53400.	these were the clans of Asher; those numbered were 53400.
sa kang jeser, ang panimalay sa mga jeserhanon; sa kang silem, ang panimalay sa mga silemhanon.	through jezer, the jezerite clan; through shillem, the shillemite clan.
kini mao ang mga panimalay ni neftali sumala sa ilang mga panimalay ug ang ilang gidaghanon, 45400.	these were the clans of Naphtali; those numbered were 45400.
kini mao ang gidaghanon sa katawhan sa Israel, 601730.	the total number of the men of Israel was 601730.
ug ang Ginoo miingon kang Moises,	the Lord said to Moses,
“pinaagi niini, ang yuta bahinon ingon nga usa ka panulondon sumala sa gidaghanon sa mga ngalan.	“the land is to be allotted to them as an inheritance based on the number of names.
ug kang Aaron nangatawo si nadab, si abihu, si eleasar ug si itamar.	Aaron was the father of nadab and abihu, eleazar and ithamar.
apan si nadab ug si abihu nangamatay sa diha nga mihalad sila ug dili balaan nga kalayo sa atubangan sa Ginoo.	but nadab and abihu died when they made an offering before the Lord with unauthorized fire.)
busa gidala ni Moises ang ilang gipangayo sa atubangan sa Ginoo.	so Moses brought their case before the Lord ,,
ug ang Ginoo miingon kang Moises,	and the Lord said to him,
ug kon siya walay anak nga babaye, ihatag ninyo ang iyang panulondon ngadto sa iyang mga igsoon nga lalaki.	if he has no daughter, give his inheritance to his brothers.
ug kon siya walay mga igsoon nga lalaki, ihatag ninyo ang iyang panulondon ngadto sa mga igsoon nga lalaki sa iyang amahan.	if he has no brothers, give his inheritance to his fathers brothers.
ug sa diha nga imong makita kini, matipon usab ikaw ngadto sa imong katawhan, ingon nga si Aaron nga imong igsoon gitipon,	after you have seen it, you too will be gathered to your people, as your brother Aaron was,
unya si Moises miingon sa Ginoo,	Moses said to the Lord ,,
ug magbutang ikaw sa uban nimong kagahom sa ibabaw niya aron ang tibuok nga katilingban sa katawhan sa Israel motuman kaniya.	give him some of your authority so the whole israelite community will obey him.
ug ang Ginoo miingon kang Moises,	the Lord said to Moses,
ang usa ka nating karnero ihalad nimo sa buntag, ug ang usa usab ka nating karnero ihalad nimo sa pagkakilomkilom.	offer one lamb in the morning and the other at twilight,
“sa ikanapulo ug upat nga adlaw sa unang bulan mao ang pagsaylo sa Ginoo ..	““ ‘on the fourteenth day of the first month the Lord ’s passover is to be held.
sa unang adlaw himoon ang usa ka balaan nga panagtigom, dili kamo mabuhat ug bugat nga buluhaton.	on the first day hold a sacred assembly and do no regular work.
usa ka ikanapulo nga bahin ang inyong ihalad alang sa matag usa, sa pito ka nating karnero	and with each of the seven lambs, onetenth.
ihalad nimo kini gawas sa halad nga sunogon sa buntag nga mao ang dayon nga halad nga sunogon.	offer these in addition to the regular morning burnt offering.
ug sa ikapito nga adlaw himoon ninyo ang usa ka balaan nga panagtigom; dili kamo magbuhat ug bugat nga buluhaton.	on the seventh day hold a sacred assembly and do no regular work.
ug usa ka ikanapulo nga bahin alang sa matag pito ka nating karnero,	and with each of the seven lambs, onetenth.
ug usa ka ikanapulo nga bahin sa matag usa sa pito ka nating karnero,	and with each of the seven lambs, onetenth.
usa ka ikanapulo nga bahin alang sa matag usa sa pito ka nating karnero,	and with each of the seven lambs, onetenth.
ug usab usa ka ikanapulo nga bahin alang sa matag usa sa napulo ug upat ka nating karnero,	and with each of the fourteen lambs, onetenth.
“sa ikawalo nga adlaw maghimo kamo ug balaan nga panagtigom, dili kamo magbuhat ug bugat nga buluhaton.	““ ‘on the eighth day hold a closing special assembly and do no regular work.
ug si Moises misulti sa katawhan sa Israel sumala sa tanan nga sugo sa Ginoo kang Moises.	Moses told the Israelites all that the Lord commanded him.
ug si Moises miingon sa mga pangulo sa mga banay sa katawhan sa Israel, “kini mao ang butang nga gisugo sa Ginoo ..	Moses said to the heads of the tribes of Israel: “this is what the Lord commands:
ang Ginoo miingon kang Moises,	the Lord said to Moses,
“panimasli ang mga midianhon tungod sa katawhan sa Israel. human niana, matipon ikaw ngadto sa imong katawhan.”	“take vengeance on the Midianites for the Israelites. after that, you will be gathered to your people.”
magpadala ikaw ug usa ka libo gikan sa matag banay sa Israel ngadto sa panggubatan.”	send into battle a thousand men from each of the tribes of Israel.”
busa dihay gipaadto gikan sa linibo sa Israel, usa ka libo gikan sa matag banay, 12000 ang nasangkapan alang sa gubat.	so twelve thousand men armed for battle, a thousand from each tribe, were supplied from the clans of Israel.
ug nakiggubat sila batok sa midian, sumala sa gisugo sa Ginoo kang Moises, ug gipatay nila ang tanang lalaki.	they fought against midian, as the Lord commanded Moses, and killed every man.
gisunog nila ang tanang kalungsoran sa mga dapit diin sila magpuyo ug ang tanan nilang mga kampo,	they burned all the towns where the Midianites had settled, as well as all their camps.
ug gidala nila ang tanan nga inilog ug ang tanan nga dinakpan, mga tawo ug mga mananap.	they took all the plunder and spoils, including the people and animals,
si Moises miingon kanila, “gipasagdan ba ninyo nga mabuhi ang tanang mga babaye?	“have you allowed all the women to live?” he asked them.
ang Ginoo miingon kang Moises,	the Lord said to Moses,
ug bahina sa duha ka bahin ang mga dinakpan, taliwala sa mga manggugubat nga miadto sa gubat ug sa tibuok nga katilingban.	divide the spoils equally between the soldiers who took part in the battle and the rest of the community.
kuhaa kini gikan sa katunga nila ug ihatag kang eleasar nga pari, ingon nga usa ka halad ngadto sa Ginoo.	take this tribute from their half share and give it to eleazar the priest as the Lord ’s part.
ug mibuhat si Moises ug si eleasar nga pari sumala sa gisugo sa Ginoo kang Moises.	so Moses and eleazar the priest did as the Lord commanded Moses.
ug si Moises ug si eleasar nga pari midawat sa bulawan gikan kanila, ang tanang alahas nga hinimo.	Moses and eleazar the priest accepted from them the goldall the crafted articles.
kay ang mga manggugubat nakasakmit man ang matag usa alang sa iyang kaugalingon.	each soldier had taken plunder for himself.
ug ngano nga luyahon man ninyo ang kasingkasing sa katawhan sa Israel sa pagtabok ngadto sa yuta nga gihatag sa Ginoo kanila?	why do you discourage the Israelites from crossing over into the land the Lord has given them?
mao kini ang gibuhat sa inyong katigulangan, sa diha nga ako nagpadala kanila gikan sa kadesbarnea aron sa pagtanaw sa yuta.	this is what your fathers did when i sent them from kadesh barnea to look over the land.
ug ang kasuko sa Ginoo misilaob niadtong adlawa ug siya nanumpa nga nagingon,	the Lord ’s anger was aroused that day and he swore this oath:
dili kami mamauli sa among mga balay hangtod nga ang katawhan sa Israel makapanunod ang matag usa sa iyang panulondon.	we will not return to our homes until each of the Israelites has received their inheritance.
ug ang mga kaliwat ni Gad mitukod sa dibon, sa atarot, sa aroer,	the gadites built up dibon, ataroth, aroer,
sa atrotsofan, sa jaser, sa jogbeha,	atroth shophan, jazer, jogbehah,
sa betnimra ug sa betharan, mga siyudad nga kinutaan ug may mga toril alang sa mga karnero.	beth nimrah and beth haran as fortified cities, and built pens for their flocks.
ug ang mga kaliwat ni ruben mitukod sa hesbon, sa eleale, sa kiriataim,	and the reubenites rebuilt heshbon, elealeh and kiriathaim,
ug si Moises mihatag sa Gilead ngadto kang makir nga anak ni manases ug siya mipuyo didto.	so Moses gave Gilead to the makirites, the descendants of manasseh, and they settled there.
ug si noba miadto ug gikuha ang kenat ug ang mga balangay niini ug ginganlan kini ug noba, sunod sa iyang ngalan.	and nobah captured kenath and its surrounding settlements and called it nobah after himself.
busa ang katawhan sa Israel mipanaw gikan sa Rameses ug nagkampo didto sa sucot.	the Israelites left Rameses and camped at sukkoth.
ug mipanaw sila gikan sa sucot ug nagkampo didto sa etam dapit sa utlanan sa kamingawan.	they left sukkoth and camped at etham, on the edge of the desert.
ug mibiya sila gikan sa etam ug namalik ngadto sa pihahirot, sa silangan sa baalsefon ug nagkampo sila atbang sa migdol.	they left etham, turned back to pi hahiroth, to the east of baal zephon, and camped near migdol.
unya mibiya sila gikan sa elim ug nagkampo sa daplin sa dagat nga pula.	they left elim and camped by the Red Sea. Sea.
unya mibiya sila gikan sa dagat nga pula, ug nagkampo didto sa kamingawan sa sin.	they left the Red Sea sea and camped in the desert of sin.
unya mibiya sila gikan sa kamingawan sa sin ug nagkampo didto sa dofka.	they left the desert of sin and camped at dophkah.
unya mibiya sila gikan sa dofka ug nagkampo didto sa alus.	they left dophkah and camped at alush.
unya mibiya sila gikan sa alus ug nagkampo didto sa refidim diin walay tubig nga mainom ang katawhan.	they left alush and camped at rephidim, where there was no water for the people to drink.
ug ang Ginoo miingon kang Moises didto sa kapatagan sa Moab, duol sa Jordan sa jerico,	on the plains of Moab by the Jordan across from Jericho the Lord said to Moses,
“sultihi ang katawhan sa Israel: sa diha nga kamo manabok sa Jordan ngadto sa yuta sa Canaan,	“speak to the Israelites and say to them: ‘when you cross the Jordan into Canaan,
ug panagiyahon ninyo ang yuta ug magpuyo didto kay gihatag na nako ang yuta aron inyong panagiyahon.	take possession of the land and settle in it, for i have given you the land to possess.
ug akong buhaton nganha kaninyo ang sama sa akong gihunahuna nga buhaton kanila.”	and then i will do to you what i plan to do to them.’ ””
ang Ginoo miingon kang Moises,	the Lord said to Moses,
ug ang utlanan moliko gikan sa asmon ngadto sa sapa sa Ehipto ug ang kinutoban niini adto sa dagat.	where it will turn, join the wadi of Egypt and end at the Mediterranean sea.
“ug kini mao ang inyong utlanan dapit sa amihanan. gikan sa dakong dagat ilatid ang inyong linya ngadto sa bukid sa hor.	““ ‘for your northern boundary, run a line from the Mediterranean sea to mount hor
gikan sa bukid sa hor timanan ninyo hangtod sa agianan sa hamat ug ang tumoy sa utlanan adto sa sedad.	and from mount hor to lebo hamath. then the boundary will go to zedad,
“ug timanan ninyo ang inyong utlanan dapit sa silangan gikan sa hazarenan ngadto sa sefam	““ ‘for your eastern boundary, run a line from hazar enan to shepham.
ug ang Ginoo miingon kang Moises,	the Lord said to Moses,
magkuha kamo ug tagsa ka pangulo sa matag banay aron sa pagbahin sa yuta ingon nga panulundon.	and appoint one leader from each tribe to help assign the land.
mao kini sila ang gisugo sa Ginoo sa pagbahin sa panulundon ngadto sa mga katawhan sa Israel didto sa yuta sa Canaan.”	these are the men the Lord commanded to assign the inheritance to the Israelites in the land of Canaan.
ang Ginoo miingon kang Moises didto sa kapatagan sa Moab duol sa Jordan dapit sa jerico,	on the plains of Moab by the Jordan across from Jericho, the Lord said to Moses,
