war	tl
Hinaot unta nga an Dyos nga burabod han pagpailob ngan pagpadasig, an mag-usa han iyo panhunahuna, pinaagi hin pagsunod han susbaranan ni Cristo Jesus,	Ngayon, ipagkaloob nawa ng Diyos ng pagtitiis at kaaliwan, na kayo ay magkaisa ng pag-iisip sa isa't isa ayon kay Cristo Jesus,
basi mag-urusa unta kamo ngatanan hin pagdayaw han Dyos nga Amay han aton Ginoo Jesu-Cristo.	upang kayo na may isang pag-iisip sa pamamagitan ng isang bibig ay luwalhatiin ninyo ang Diyos at Ama ng ating Panginoong Jesu-Cristo.
Sanglit tungod han himaya han Dyos, karawata an iyo igkasi mga magtinuohon sugad han pagkarawat ni Cristo ha iyo.	Kaya't tanggapin ninyo ang isa't isa, gaya naman ni Cristo na tinanggap kayo sa ikaluluwalhati ng Diyos.
Kay nagsusumat ako ha iyo nga nagin surugoon hi Cristo tungod han mga Judiyo pagpakita nga matinumanon an Dyos, basi an mga saad han Dyos ngadto han mga Patriyarka matuman,	Sapagkat sinasabi ko na si Cristo ay naging lingkod sa pagtutuli upang ipakita ang katotohanan ng Diyos, upang kanyang mapagtibay ang mga pangako sa mga ninuno,
ngan basi liwat makahimo an mga Hentil hin pagdayaw han Dyos tungod han iya kalooy. Sumala han siring han Kasuratan, “Sanglit pagdadayawon ko ikaw dida han mga Hentil, magkakanta ako hin mga pagdayaw ha imo.”	at upang ang mga Hentil ay lumuwalhati sa Diyos dahil sa kanyang kahabagan, gaya ng nasusulat, “Kaya't ikaw ay aking pupurihin sa gitna ng mga Hentil, at aawit ako ng papuri sa iyong pangalan.”
Nasiring liwat, “Paglipay kamo, mga Hentil, upod han pinili nga mga tawo han Dyos!”	At muling sinasabi niya, “Magalak kayo, kayong mga Hentil, kasama ng kanyang bayan.”
Ngan nasiring pa, “Dayawa an Ginoo, ngatanan kamo nga mga Hentil; dayawa hiya, ngatanan kamo nga mga tawo!”	At muli, “Purihin ninyo ang Panginoon, kayong lahat ng mga Hentil; at purihin siya ng lahat ng mga bayan.”
Ngan nasiring liwat hi Isaias, “Maabot in usa nga tulin ni Isai; makanhi hiya hin paghadi han mga Hentil, ngan aada ha iya an ira paglaom.”	At muli, sinasabi ni Isaias, “Darating ang ugat ni Jesse, siya ang babangon upang maghari sa mga Hentil; sa kanya aasa ang mga Hentil.”
Pun-on unta kamo han Dyos nga burabod han paglaom, han ngatanan nga kalipay ngan kalinaw, pinaagi han iyo pagtoo ha iya, basi magpadayon hin pagtubo an iyo paglaom pinaagi han gahom han Espiritu Santo.	Puspusin nawa kayo ng Diyos ng pag-asa, ng buong kagalakan at kapayapaan sa pananampalataya, upang kayo'y sumagana sa pag-asa sa pamamagitan ng kapangyarihan ng Espiritu Santo.
Kabugtoan ko: waray ko pagruhaduha nga puno kamo hin pagkamaupay, nga puno kamo han ngatanan nga hibaro, ngan nakakahimo kamo hin pagtutdo han tagsatagsa ha iyo.	At ako naman sa aking sarili ay naniniwalang lubos tungkol sa inyo, mga kapatid ko, na kayo man ay punung-puno ng kabutihan, pinuspos ng lahat ng kaalaman, na may kakayahang magturo sa isa't isa.
Kundi dida hini nga surat nagmaisog ako mahitungod hin mga butang nga akon iginpahinumdom ha iyo. Nagmaisog ako tungod kay iginhatag ha akon han Dyos an talagsaon nga higayon	Ngunit sa ibang bahagi ay sinulatan ko kayong may katapangan bilang pagpapaalala sa inyo, dahil sa biyayang sa akin ay ibinigay ng Diyos,
hin ka surugoon ni Cristo Jesus ha pag-alagad para han mga Hentil. Nag-aalagad ako sugad hin padi hin pagwali han Maupay nga Sumat nga tikang sa Dyos, basi an mga Hentil magin halad nga kakarawaton han Dyos ngan itinubyan ha iya pinaagi han Espiritu Santo.	upang ako'y maging ministro ni Cristo Jesus sa mga Hentil, na naglilingkod sa banal na gawain sa ebanghelyo ng Diyos, upang ang paghahandog ng mga Hentil ay maging kalugud-lugod, yamang ito'y ginawang banal ng Espiritu Santo.
Sanglit dida han pakig-usa ko kan Cristo Jesus, makakaparayaw ako han akon pag-alagad para han Dyos.	Kay Cristo Jesus, kung magkagayon, ay mayroon akong dahilan upang ipagmalaki ang tungkol sa aking gawain para sa Diyos.
Magmamaisog ngan maghihimangraw ako mahitungod la han mga butang nga nahimo ni Cristo pinaagi ha akon hin pagtugway han mga Hentil ha pagsugot han Dyos. Gintuman ini niya pinaagi hin mga pulong ngan mga buhat,	Sapagkat hindi ako mangangahas magsalita ng anumang bagay, maliban sa mga ginawa ni Cristo sa pamamagitan ko, upang sumunod ang mga Hentil, sa salita at sa gawa,
pinaagi han gahom hin orosahon nga mga tigaman ngan mga milagro, ngan pinaagi han gahom han Espiritu han Dyos. Sanglit ha paglakaton ko tikang ha Jerusalem ngadto ha Ilirico, iginsangyaw ko hin hingpit an Maupay nga Sumat mahitungod kan Cristo.	sa kapangyarihan ng mga tanda at ng mga kababalaghan, sa kapangyarihan ng Espiritu ng Diyos; kaya't buhat sa Jerusalem at sa palibot-libot hanggang sa Ilirico, ay aking ipinangaral na lubos ang ebanghelyo ni Cristo.
An akon dayuday nga tinguha amo an pagsangyaw han Maupay nga Sumat ha mga dapit nga waray pa hibatii hi Cristo, basi diri ako magtukod dida han patukoranan nga iginbutang na hin iba nga tawo.	Kaya't ginawa kong mithiin na maipangaral ang ebanghelyo hindi doon sa naipakilala na si Cristo, upang hindi ako makapagtayo sa ibabaw ng pinagsaligan ng iba,
Sumala han siring han Kasuratan, “Makakakita adton waray kasumati hiunong ha iya, ngan makakasabot adton waray makabati.”	kundi, gaya ng nasusulat, “Silang hindi pa nabalitaan tungkol sa kanya ay makakakita, at silang hindi pa nakarinig ay makakaunawa.”
Tungod hini waray ako hinanayon hin pagkada ha iyo.	Ito ang dahilan kaya't madalas akong nahahadlangan sa pagpunta sa inyo.
Kundi yana nga nahuman na an akon buruhaton didi hini nga mga dapit, ngan tungod han akon pagtalinguha hin pagduaw ha iyo sulod hin damo nga mga tuig,	Subalit ngayon, yamang ako ay wala nang lugar para sa gawain sa mga lupaing ito, at yamang matagal ko nang nais na pumunta sa inyo,
naglalaom ako nga mahihimo ko na ini yana. Karuyag ko makigkita ha iyo ha akon paghapit ha iyo tipakadto ha España, ngan iyo unta ako buligan nga mahinayon ako hin pagkadto didto katapos ko pagpahimulos hin pagduaw ha iyo hin halipot nga panahon.	inaasahan kong makikita ko kayo sa aking paglalakbay patungo sa Espanya, at ako'y tutulungan ninyo patungo doon, pagkatapos makasama kayo na may kasiyahan nang kaunting panahon.
Kundi ito yana tipakadto ako ha Jerusalem hin pag-alagad han mga magtinuohon didto.	Ngunit ngayon, ako'y patungong Jerusalem, upang maglingkod sa mga banal.
Kay nagkasarabot an mga singbahan ha Macedonia ug Acaya hin paghatag hin mga halad ha pagbulig han mga kablas nga mga magtinuohon didto ha Jerusalem.	Sapagkat minabuti ng Macedonia at ng Acaia na gumawa ng isang ambagang laan sa mga dukha sa mga banal na nasa Jerusalem.
Ira gud la adto nga pagkasarabot. Kundi kon baga sidngon, may-ada nira katungdanan hin pagbulig hito nga mga kablas; tungod kay nagpaangbit an mga Judiyo han ira espirituhanon nga mga kaupayan ha mga Hentil, sanglit an mga Hentil kinahanglan maggamit han ira tunan-on nga mga kaupayan hin pagbulig han mga Judiyo.	Ito'y kalugud-lugod sa kanila; at sila ay may utang na loob sa kanila, sapagkat kung ang mga Hentil ay naging mga kabahagi sa kanilang mga bagay na espirituwal, nararapat naman nilang paglingkuran ang mga iyon sa mga bagay na ayon sa laman.
Kon mahuman ko na ini nga buruhaton, ngan mahatag ko na ha ira an ngatanan nga kwarta nga gintirok para ha ira, mapakadto na ako ha España, ngan maduaw ako ha iyo ha akon paghapit ha iyo tipakadto.	Kapag nagampanan ko na ito, at aking maibigay na sa kanila ang nalikom, magdaraan ako sa inyo patungong Espanya.
Kon kumada ako ha iyo, maaram ako nga maabot ako dara an bug-os nga bendisyon ni Cristo.	At nalalaman ko na pagpunta ko sa inyo, ay darating akong puspos ng pagpapala ng ebanghelyo ni Cristo.
Inaaghat ko kamo, kabugtoan, pinaagi han aton Ginoo Jesu-Cristo ngan pinaagi han gugma nga ihinahatag han Espiritu: duyogi ako niyo hin kinasingkasing nga pag-ampo sa Dyos para ha akon.	Ngayo'y isinasamo ko sa inyo, mga kapatid, alang-alang sa ating Panginoong Jesu-Cristo, at sa pag-ibig ng Espiritu, na kayo'y magsikap na kasama ko sa inyong mga panalangin sa Diyos para sa akin,
Pag-ampo kamo nga mahigawas ako han mga karat-an tikang han diri mga magtinuohon ha Judea, ngan makarawat unta an akon pag-alagad ha Jerusalem, han mga magtinuohon didto.	upang ako'y mailigtas sa mga hindi sumasampalataya na nasa Judea, at upang ang aking pamamahagi sa Jerusalem ay maging kalugud-lugod sa mga banal;
Sanglit mapakada ako ha iyo nga puno hin kalipay, kon amo ito an kaburot-on han Dyos, ngan magpapahimulos ako hin makalilipay nga pagduaw ha iyo.	upang sa pamamagitan ng kalooban ng Diyos, ako'y makarating sa inyo na may kagalakan, at makapagpahingang kasama ninyo.
Maada unta ha iyo ngatanan an Dyos nga aton burabod han kamurayaw. Amen.	Ngayon, ang Diyos ng kapayapaan ay sumainyo nawang lahat. Amen.
Iginpapakilala ko ha iyo hi Febe nga aton bugto nga babaye, nga nag-ataman han singbahan ha Cencrea.	Ipinagtatagubilin ko sa inyo si Febe na ating kapatid na babae, na lingkod sa iglesya na nasa Cencrea,
Karawata niyo hiya ha ngaran han Ginoo, sugad han angay nga pagkarawat han mga magtinuohon, ngan ihatag ha iya an bisan ano nga bulig nga iya pagkinahanglanon ha iyo; kay damo an iya nabuligan, lakip ako.	upang tanggapin ninyo siya sa Panginoon, ayon sa nararapat sa mga banal, at tulungan ninyo siya sa anumang bagay na kakailanganin niya sa inyo, sapagkat siya nama'y naging katulong ng marami, at ng aking sarili.
Ipangumosta ako kanda Priscila ug Aquila, an mga nagbulig ha akon ha pag-alagad kan Cristo Jesus,	Batiin ninyo si Priscila at si Aquila na aking mga kamanggagawa kay Cristo Jesus,
nga nahingada hin dako nga kataragman an ira kinabuhi tungod ha akon. Nagpapasalamat ako ha ira, ngan diri ako la, kundi sugad man an ngatanan nga mga singbahan nga Hentil.	na ipinain ang kanilang leeg para sa aking buhay, sa kanila'y hindi lamang ako ang nagpapasalamat, kundi pati ang lahat ng mga iglesya ng mga Hentil.
Ipangumosta man liwat ako hadton mga magtinuohon nga nagkakatirok ha ira balay. Ipangumosta ako kan Epeneto, an akon hinigugma nga sangkay, nga amo an syahan nga nakabig para kan Cristo didto ha lalawigan han Asia.	Batiin din ninyo ang iglesya na nasa kanilang bahay. Batiin ninyo si Epeneto na minamahal ko, na siyang unang nahikayat kay Cristo sa Asia.
Ipangumosta man ako kan Maria nga nagkabudlay hin duro para ha iyo.	Batiin ninyo si Maria, na lubhang maraming nagawa para sa inyo.
Ipangumosta ako niyo kanda Andronico ug Junias, igkasi mga Judiyo nga kaupod ko ha bilanggoan; ngan kilala hira kaupay han mga apostoles, ngan nacristiano hira una pa ha akon.	Batiin ninyo si Andronico at si Junias, na aking mga kamag-anak, at mga kasama ko sa pagkabilanggo. Sila'y kilala sa mga apostol at sila ay nauna sa akin kay Cristo.
Ipangumosta ako kan Ampliato, an hinigugma ko nga sangkay dida hin minagburugto nga pakig-urosa tungod han Ginoo.	Batiin ninyo si Ampliato na aking minamahal sa Panginoon.
Ipangumosta man ako kan Urbano, an akon igkasi magburudlay ha pag-alagad kan Cristo, ngan kan Estaquis, an akon hinigugma nga sangkay.	Batiin ninyo si Urbano na aming kamanggagawa kay Cristo, at si Estaquis na minamahal ko.
Ipangumosta ako kan Apeles nga nasarihan na han iya pagkamaunongon kan Cristo. Ipangumosta ako han mga sakop han panimalay ni Aristobulo.	Batiin ninyo si Apeles na subok kay Cristo. Batiin ninyo ang mga kasambahay ni Aristobulo.
Ipangumosta liwat ako kan Herodion nga akon urupod, ngan han mga magtinuohon han panimalay ni Narciso.	Batiin ninyo si Herodion na aking kamag-anak. Batiin ninyo ang mga kasambahay ni Narciso, yaong nasa Panginoon.
Ipangumosta ako kanda Trifena ug Trifosa nga nagbubudlay ha pag-alagad han Ginoo, ngan han akon minahal nga sangkay Persida nga nagkabudlay gud hin duro para han Ginoo.	Batiin ninyo si Trifena at si Trifosa, na manggagawa ng Panginoon. Batiin ninyo si Persida na minamahal, na marami ang nagawa para sa Panginoon.
Ihatag an akon mga pangumosta kan Rufo, an bantogan nga magburudlay ha pag-alagad han Ginoo, ngan han iroy niya nga dayuday nag-ataman ha akon sugad hin iya anak.	Batiin ninyo si Rufo na hinirang sa Panginoon, at ang kanyang ina at ina ko rin.
Ipangumosta ako kanda Asincrito, Flegonte, Hermes, Patrobas, Hermas, ngan iba nga mga magtinuohon nga kaupod nira.	Batiin ninyo si Asincrito, si Flegonte, si Hermes, si Patrobas, si Hermas, at ang mga kapatid na kasama nila.
Ipangumosta ako kanda Filologo ug Julia, kanda Nerio ngan han iya bugto nga babaye, hi Olimpas, ngan han ngatanan nga mga magtinuohon nga kaupod nira.	Batiin ninyo si Filologo at si Julia, si Nereo at ang kanyang kapatid na babae, at si Olimpas, at ang lahat ng mga banal na kasama nila.
Paggikumostahay kamo pinaagi hin minagburugto nga harok. Nangungumosta ha iyo an ngatanan nga mga singbahan ni Cristo.	Magbatian kayo ng banal na halik. Binabati kayo ng lahat ng mga iglesya ni Cristo.
Nanginginyupo ako ha iyo, kabugtoan ko, nga magbantay kamo hadton mga nagtatalinguha nga magkabahinbahin kamo ngan nagsasamok han pagtoo han mga tawo ha pagsupak han mga pagturon-an nga iyo kinarawat; paglikay kamo ha ira.	Ngayo'y isinasamo ko sa inyo, mga kapatid, na tandaan ninyo ang mga lumilikha ng pagkakabaha-bahagi at ng mga katitisuran na laban sa mga aral na inyong natutunan; lumayo kayo sa kanila.
Kay ini nga mga tawo diri nag-aalagad kan Cristo nga aton Ginoo, kundi han ira la kalugaringon nga mga karuyagon. Pinaagi han ira magtahom ngan magnamit nga mga pulong, ginlilimbongan nira an inosente nga mga tawo.	Sapagkat ang mga gayon ay hindi naglilingkod kay Cristo na Panginoon natin kundi sa kanilang sariling tiyan; at sa pamamagitan ng kanilang mahusay na pananalita at matatamis na talumpati ay dinadaya nila ang mga puso ng mga walang muwang.
Nahibaroan na han ngatanan an iyo pagkamatinumanon han maupay nga sumat, ngan tungod hini, nalilipay ako mahitungod ha iyo. Karuyag ko nga magmaaram kamo mahitungod han maupay, kundi mainosente kamo nahitungod han maraot.	Ang inyong pagsunod ay naging bantog sa lahat ng mga tao, kaya't nagagalak ako tungkol sa inyo. Ngunit nais kong kayo'y maging marurunong sa kabutihan, at walang sala tungkol sa kasamaan.
Ngan diri maiha dudugmokon han Dyos nga burabod han kalinaw hi Satanas ha ilarom han iyo mga tiil. Maada unta ha iyo an grasya han aton Ginoo nga Jesus.	At si Satanas ay dudurugin ng Diyos ng kapayapaan sa madaling panahon sa ilalim ng inyong mga paa. Ang biyaya nawa ng ating Panginoong Jesu-Cristo ay sumainyo.
Nangungumosta ha iyo hi Timoteo nga akon kabulig; ngan sugad man hira Lucio, Jason, ug Sosipatro nga igkasi mga Judiyo.	Binabati kayo ni Timoteo na aking kamanggagawa, at nina Lucio, Jason at Sosipatro, na aking mga kamag-anak.
Ako, hi Tercio nga tagsurat hini nangungumosta ha iyo sugad nga iyo igkasi-cristiano.	Akong si Tercio, na sumusulat ng sulat na ito, ay bumabati sa inyo sa Panginoon.
Nangungumosta ha iyo hi Gayo nga akon sinasak-an, kanay balay amo an ginkakatirokan han mga magtinuohon. Nangungumosta man ha iyo hira Erasto, an tesorero han syudad, ug Cuarto nga aton bugto. [	Binabati kayo ni Gayo na tinutuluyan ko, at ng buong iglesya. Binabati kayo ni Erasto na ingat-yaman ng lunsod, at ng kapatid na si Cuarto. [
Maada unta ha iyo ngatanan an grasya han aton Ginoo Jesu-Cristo. Amen.]	Ang biyaya ng ating Panginoong Jesu-Cristo ay sumainyong lahat. Amen.]
Dayawa ta an Dyos! Nakakaparig-on hiya han iyo pagtoo, sumala han iginwawali ko nga Maupay nga Sumat mahitungod kan Jesu-Cristo, ngan sumala han pagpadayag han tinago nga kamatuoran nga ginhipos ha maiha na nga naglabay nga katuigan.	At ngayon, sa Diyos na may kapangyarihang magpatibay sa inyo ayon sa aking ebanghelyo at sa pangangaral ni Jesu-Cristo, ayon sa pahayag ng hiwaga na inilihim sa napakahabang panahon,
Kundi yana iginpadayag na ini nga kamatuoran pinaagi han mga sinurat han mga manaragna; ngan iginpahibaro ini ha ngatanan nga mga nasod pinaagi han sugo han Dyos nga waray kataposan, basi tumoo ngan sumugot an ngatanan.	subalit nahayag na ngayon, at sa pamamagitan ng mga kasulatan ng mga propeta, ay ipinakilala sa lahat ng mga bansa tungo sa pagsunod sa pananampalataya, ayon sa utos ng Diyos na walang hanggan—
Tikang kan Pablo, surugoon han Dyos ngan apostol ni Jesu-Cristo. Ginpili ngan ginpadara ako hin pagparig-on han pagtoo han mga tawo nga pinili han Dyos ngan pagdara ha ira ngadto han kamatuoran nga gintutdo han aton tuloohan,	Si Pablo, na alipin ng Diyos, at apostol ni Jesu-Cristo, sa ikasusulong ng pananampalataya ng mga hinirang ng Diyos, at ng kanilang pagkakilala sa katotohanang ayon sa kabanalan,
nga pinapasikad dida han paglaom han dayon nga kinabuhi. An Dyos nga diri nagbubuwa nagsaad ha aton hini nga kinabuhi tikang pa ha tinikangan.	sa pag-asa sa buhay na walang hanggan. Bago pa nagsimula ang mga panahon, ito ay ipinangako ng Diyos na hindi nagsisinungaling.
Ha igo nga panahon iginpadayag niya dida han iya mensahe nga igintapod ha akon, ngan iginpasangyaw ko tungod han sugo han Dyos nga aton Magtaralwas.	Ngunit sa takdang panahon ay ipinahayag sa kanyang salita sa pamamagitan ng pangangaral na sa akin ay ipinagkatiwala ayon sa utos ng Diyos na ating Tagapagligtas;
Nagsusurat ako kan Tito, an akon matuod nga anak ha pagtoo nga aton ginkakaangbitan. Tagan ka unta han Dyos nga Amay ngan han aton Magtaralwas nga hi Cristo Jesus han grasya ngan kamurayaw.	kay Tito na aking tunay na anak sa iisang pananampalataya: Biyaya at kapayapaan mula sa Diyos Ama at kay Cristo Jesus na ating Tagapagligtas.
Iginbilin ko ikaw ha Creta pagtuhay han mga butang nga kinahanglan pa buhaton, ngan pagtudlok hin mga katigurangan han singbahan ha kada bungto. Hinumdomi an akon mga tugon:	Dahil dito'y iniwan kita sa Creta, upang isaayos mo ang mga bagay na may kakulangan at upang magtalaga ng matatanda sa iglesya sa bawat bayan, na gaya ng ipinagbilin ko sa iyo:
kinahanglan nga in usa nga tigurang diri sarawayon; kinahanglan usa la an asawa, ngan kinahanglan magtinuohon an iya mga anak ngan waray bantog hin pagkabugoy o pagkamasupakon.	Siya ay dapat na walang kapintasan, asawa ng isang babae, na ang kanyang mga anak ay mananampalataya, na hindi napaparatangan ng panggugulo o ng pagiging suwail.
Kinahanglan diri sarawayon in pangulo han singbahan, kay nagdudumara hiya han buruhaton han Dyos. Kinahanglan diri hiya parayawan o diri madagmit masina o diri parahubog, o diri maisog, o diri maimot.	Sapagkat ang obispo bilang katiwala ng Diyos ay dapat na walang kapintasan, hindi mayabang, hindi magagalitin, hindi maglalasing, hindi marahas, hindi sakim sa pakinabang;
