msb,hil
"Tapos gin-istoryahan pa niya sinda para mapahayag na an iya bag-o na katukduan dili makabiyo sa mga daan. “Waraʼn matangkop sin bag-o na tela sa daan na bado, kay kun amo ini an himuon, an gintangkop na bag-o makuro kag mas lalo na madako an gisi.","Wala man sing bisan sin-o nga nagasulod sing bag-o nga bino sa daan nga sulodlan nga panit. Kon himuon niya ini, ang bino magabusdik sang daan nga panit, kag ang bino mauyang kag ang panit nga sulodlan indi na mapuslan. Pero ang bag-o nga bino ginasulod sa bag-o nga sulodlan!”"
"Sugad man, waraʼn masulod sin bag-o na bino sa daan na anit na surudlan kay kun sugad maputok an anit na surudlan kag an bino mawawasak. Kaya an bino masasayang kag masisira an surudlan. Kun kaya an bag-o na bino dapat lugod sa bag-o na anit na surudlan.”","Sang isa ka Adlaw nga Inugpahuway, si Jesus nag-agi sa tunga sang kaumhan sang trigo. Sang nagalakat ang iya mga gintuton-an upod sa iya, nagsugod sila sa pagpangutol sang mga uhay."
"Usad na Adlaw San Pagpahuway san sinda Jesus nagaaragi sa katriguhan, nagtuna an iya mga disipulos magpamudo sin mga binhi.","Gani ang mga Fariseo nagsiling kay Jesus, “Tan-awa bala, batok sa aton Kasugoan ang ginahimo sang imo mga gintuton-an sa Adlaw nga Inugpahuway!”"
"San makita sinda san mga Pariseo naghunga naman ini kan Jesus, “Kitaa! Nano kay ginahimo ninda an ginabawal kun Adlaw San Pagpahuway?”","Si Jesus nagsabat sa ila, “Wala gid bala ninyo mabasahi ang ginhimo ni David sang nagkinahanglan sia sing pagkaon? Sia kag ang iya mga tinawo gingutom,"
"Nagsabat naman siya, “Nano, wara pa kamo kabasa kun nano an ginhimo ni David san ginutom siya kag sadtoʼn mga kaurupod niya kay wara sindaʼn pagkaon?","gani nagsulod sia sa balay sang Dios kag nagkaon sang tinapay nga nahalad sa Dios. Natabo ini sang si Abiatar ang Pinakamataas nga Pari. Suno sa aton Kasugoan ang mga pari lang amo ang makakaon sini nga tinapay, pero si David nagkaon sini, kag ginhatagan pa niya ang iya mga tinawo.”"
San si Abiatar pa an pinakapuno san kapadian nagsulod si David sa templo san Dios kag kinuha an mga tinapay na ginhalad sa Dios na dili ngani dapat kaunon san iba pwera lang san mga padi. Ginbahinan niya an iya mga kaurupod tapos kinaraon ninda tanan.”,"Kag si Jesus nagsiling pa gid, “Ang Adlaw nga Inugpahuway ginhimo para sa kaayuhan sang tawo kag ang tawo wala paghimua para sa Adlaw nga Inugpahuway."
"Tapos ginsabihan niya sinda, “An Adlaw San Pagpahuway hinimo para sa tawo, dili an tawo para sa Adlaw San Pagpahuway.","Gani, ang Anak sang Tawo amo ang Ginoo bisan pa sang Adlaw nga Inugpahuway.”"
Sa iba na adlaw nagsulod gihapon si Jesus sa sinagoga kag may lalaki didto na kimay.,Dayon nagbalik si Jesus sa sinagoga sa diin may tawo nga may naitus nga kamot.
May mga nagamarasid man didto sa iya kun magabulong siya san kimay sa Adlaw San Pagpahuway agod may ikaakusar sinda sa iya.,"May mga tawo didto nga nagabantay kay Jesus kon ayuhon niya ang tawo sa Adlaw nga Inugpahuway, agod may isumbong sila batok sa iya."
"Aram niya an inda paghuna kaya tinawag an kimay, “Kadi anay.”","Si Jesus nagsiling sa tawo nga naitus ang kamot, “Magpalapit ka diri sa atubangan.”"
"Tapos naghunga siya sa mga nagamarasid, “Sabata ako, nano, pwede na himuon an kaayuhan kag salbaron an tawo sa Adlaw San Pagpahuway? O mas maayo an paghimo sin maraot kag pagpatay?” Pero wara sinda nagsarabat.",Dayon nagpamangkot sia sa mga tawo: “Ano ang ginatugot sang aton Kasugoan nga himuon ta sa Adlaw nga Inugpahuway? Ang magbulig bala ukon ang maghalit? Ang magluwas bala sang kabuhi sang isa ka tawo ukon ang magpatay?”
Kaya nagsud-ong siya patalibod na may kaurit pero namumundo man gayod tungod san kasutilan sani na mga tawo na habo magtuod sa iya.,Pero naghipos sila.
"Pakatapos ginsabihan niya an kimay, “Iunat an imo kamot.” Gin-unat man sani kag an iya pagkakimay nag-ayo na.","Gintulok ni Jesus nga may kaakig ang mga tawo nga nagalibot sa iya, pero nagkasubo sia tungod sang katig-a sang ila tagipusoon. Dayon nagsiling sia sa tawo nga naitus ang kamot, “Untaya ang imo kamot.” Gin-untay niya kag nag-ayo ini."
Dahilan sani nagruluwas an mga Pariseo kag nagtuna mag-istoryahan sa mga sakop ni Herodes kun pan-o siya ninda maipapatay.,Gani ang mga Fariseo naggwa sa sinagoga kag sa gilayon nagplano kaupod sa mga sumolunod ni Herodes kon paano mapatay nila si Jesus.
Si Jesus kaupod san iya mga disipulos nagkadto sa higad san danaw kag damo na mga taga-Galilea an nagsurunod sa iya.,"Si Jesus kag ang iya mga gintuton-an nagkadto sa Linaw sang Galilea, kag ginsunod sia sang madamo nga mga tawo. Ini sila halin sa Galilea, sa Judea,"
"May nag-tiripon man sa iya na damu-damo pa na mga taga-Judea, mga taga-Jerusalem, mga taga-Idumea, kag tagadidto pa sa unhan san Jordan kag sa iba pa na lugar san Tiro kag Sidon dahilan na nabati ninda an damo na mga maayo na nahimo niya.","sa Jerusalem, sa kadutaan sang Idumea, sa kadutaan sa tabok sang Jordan kag sa palibot sang mga siudad sang Tiro kag Sidon. Ini nga mga tawo nagkadto kay Jesus, kay nakabati sila sang mga butang nga iya ginapanghimo."
Kaya sinugo ni Jesus an iya mga disipulos na prepararan siya sin baruto na masakyan agod dili siya masu-suan san katawuhan.,"Tungod sang tama kadamo nga mga tawo, si Jesus nagsugo sa iya mga gintuton-an sa pag-aman sang sakayan para sa iya, agod indi sia maipit sang mga tawo."
Problema ini kay tungod na damo siya sin nabulong kaya tanan na mga masakiton an nakidis-ukan agod makadutdot lang sa iya.,"Madamo nga mga tawo ang iya gin-ayo, kag tungod sini ang tanan nga may balatian nagpanagil-ot sa pagpalapit kay Jesus, agod makatandog sa iya."
"Niyan san makita si Jesus saniʼn mga tawo na ginsurudlan san mga maraot na espirito, nagharapa naman sinda kag nagsiriyak ina na mga espirito, “Ikaw an Anak san Dios.”","Kag kon makita sia sang mga tawo nga may malaut nga mga espiritu, nagahapa sila sa atubang niya kag nagasinggit, “Ikaw ang Anak sang Dios!”"
Pero ginmandahan gayod niya an mga maraot na espirito na dili igsabi kun sin-o siya.,Ginpaandaman gid ni Jesus ang malaut nga mga espiritu nga indi magpanugid kon sin-o sia.
"Pakatapos nagsagka si Jesus sa bukid, tapos tinawag idtoʼn mga nauyunan niya kag nagtulos naman sinda sa iya.","Dayon si Jesus nagtaklad sa isa ka bakulod kag gintawag niya ang mga tawo nga iya luyag updon. Nagpalapit sila sa iya,"
"Dose sinda na pinili niya kag gintawag sindaʼn apostoles. Tapos ginsabihan, “Kamo magigin kaurupod ko kag susuguon ko kamo na magpahayag san Maayo Na Barita.","kag nagpili sia sang dose nga gintawag niya nga mga apostoles. Si Jesus nagsiling sa ila, “Ginpili ko kamo nga mag-upod sa akon. Ipadala ko man kamo sa pagwali,"
Kamo man pagahatagan ko sin poder na makapahali san mga demonyo.”,kag magaangkon kamo sang gahom sa pagtabog sang mga demonyo.”
"An napili niya amo ini: si Simon na ginpangaranan niyaʼn Pedro,","Ang dose nga ginpili ni Jesus amo ang masunod: si Simon nga ginhingalanan niya kay Pedro,"
"an mga anak ni Zebedeo na magmanghod na sinda Santiago kag Juan na ginpangaranan niya sin Boanerges na an gusto sabihon, mga Anak san Dalugdog.","si Santiago kag si Juan nga mga anak ni Zebedeo nga ginhingalanan niya nga Boanerges, nga kon sayuron “Mga Anak sang Daguob”,"
"Tapos si Andres naman, Felipe, Bartolome, Mateo, Tomas, si Santiago na anak ni Alfeo, Tadeo, si Simon na panatiko,","si Andres, si Felipe, si Bartolome, si Mateo, si Tomas, si Santiago nga anak ni Alfeo, si Tadeo, si Simon nga Makipungsodnon"
kag si Judas Iscariote na amo an magatraydor sa iya.,kag si Judas Iscariote nga sang ulihi nagluib sa iya.
Pakatapos nag-uli si Jesus sa iya ginadayunan. Damu-damo gihapon na mga tawo an nagtiriripon sa iya didto na dili na ngani sinda Jesus makakaon.,Dayon si Jesus nagpauli. Sa liwat nagtilipon sa palibot niya ang madamo nga mga tawo sa bagay nga sia kag ang iya mga gintuton-an wala na sing tion sa pagkaon.
"San mabaritaan san iya pamilya ini na pangyari, kinadto siya para atamanon kay may nagsabi na siya nabubuang.","Sang mabatian ini sang iya pamilya, naglakat sila sa pagkuha sa iya, tungod kay ang mga tawo nagsiling, “Nagbuang sia!”"
"Pero an mga paratukdo naman san Kasuguan na naghali sa Jerusalem nagsabi, “Ada sa iya si Beelzebul kaya paagi lang sani na namumuno san mga demonyo an pagpaluwas niya san mga demonyo.”","May mga manunodlo sang Kasugoan nga nag-abot gikan sa Jerusalem nga nagsiling, “Yara sa iya si Beelzebul! Ang pangulo sang mga demonyo amo ang naghatag sa iya sing gahom sa pagtabog sa ila.”"
"Kaya tinawag niya sinda kag ginpahayagan paagi sa mga istorya. “Pan-o si Satanas makapahali kan Satanas,” an hunga niya.","Gani gintawag ni Jesus ang mga tawo sa pagpalapit sa iya kag naghambal sia sa ila sing pila ka mga palaanggiran, “Ano bala ang pagtabog ni Satanas kay Satanas?"
"“Kun may kahadian na may araraway sa inda mismo, dili ini madudugay.","Kon ang isa ka pungsod magbinahinbahin sa iya kaugalingon kag mag-ilinaway ang isa batok sa isa, ina nga pungsod magabuloblag."
"Kun may panimalay man na may araraway sa inda mismo, dili man ini madudugay.","Kon ang isa ka panimalay magbinahinbahin sa iya kaugalingon kag mag-ilinaway ang isa batok sa isa, ina nga panimalay magabuloblag."
"Kun si Satanas ginakontra san iya mga sakop kag naburulag sinda, dili siya magadugay. Amo na ini an katapusan sani.","Gani, kon ang ginharian ni Satanas mag-ilinaway batok sa iya kaugalingon kag magbinahinbahin, ina nga ginharian indi magdugay, kundi magabuloblag, kag amo ini ang iya katapusan."
"O kun ipamutang ta pa, waraʼn masulod sa balay san tawo na maisog agod kuhaon an mga butang sani kun dili anay gapuson ini. Tapos amo na niya makawatan an balay sani.”","“Wala sing bisan sin-o nga makasulod sa balay sang isa ka tawo nga makusog sa pagkuha sang iya mga pagkabutang, luas kon iya anay gapuson ang tawo nga makusog. Kon mahimo na niya ini sarang na sia makapanguha sa amo nga balay."
"Nagpadayon si Jesus, “Tandai an sasabihon ko! An tanan na kasal-an san katawuhan mapapatawad hasta an pagpakaraot sa tawo o bisan man sa Dios,","“Dumdoma ninyo ini! Ang mga tawo sarang mapatawad sang tanan nila nga mga sala kag sang tanan nga mga malaut nga ila ginahambal,"
pero an magpakaraot sa Espirito Santo dili gayod mapapatawad hasta na lang kundi kakastiguhon siya sa impyerno hasta na lang.”,"pero ang bisan sin-o nga nagahambal sing malain batok sa Espiritu Santo, indi gid mapatawad, kay sia nakahimo sing sala nga wala sing kapatawaran.”"
Ini an ginsabi niya kay nagsarabi sinda na siya may maraot na espirito.,"Ginhambal ini ni Jesus, kay may iban nga nagsiling, “May malaut nga espiritu sa iya.”"
"Niyan, nag-abot an iya iloy kag mga kamaranghod na lalaki. Nagahurulat sinda sa luwas kag ginpatabian siya.",Dayon ang iloy kag ang mga utod ni Jesus nag-abot. Nagtindog sila sa gwa sang balay kag nagpahibalo nga gusto sila magpakigkita kay Jesus.
"Damu-damo na mga tawo an nagairingkod patalibod ni Jesus san siya ginsabihan, “Kitaa, ada sa luwas an imo iloy kag mga kamaranghod na lalaki na ginapatabian ka.”","May madamo nga mga tawo nga nagapungko sa palibot ni Jesus, kag nagsiling sila sa iya, “Ang iloy mo kag ang imo mga utod yara sa gwa, kag gusto sila magpakigkita sa imo.”"
"Nagsabat siya, “Sin-o an akon iloy? Sarasin-o an akon mga kamaranghod na lalaki?”","Nagsabat si Jesus, “Sin-o bala ang akon iloy? Sin-o bala ang akon mga utod?”"
"Pakasud-ong niya sa nagairingkod patalibod nagsabi siya, “Adi an akon iloy kag mga kamaranghod!","Gintulok niya ang mga tawo nga nagapungko sa palibot niya, kag nagsiling, “Tan-awa ninyo, yari ang akon iloy kag mga utod!"
"Sa iba na adlaw nagtuna si Jesus pagtukdo didto sa may higad san danaw. Tungod kay damu-damo na mga tawo an nagtiripon patalibod niya, nagsakay siya sa sarakyan sa danaw kag didto nag-ingkod. An kadamuan naman adto sa may pangpang san danaw.",Sa liwat si Jesus nagpanudlo sa higad sang Linaw sang Galilea. Tama gid kadamo ang mga tawo nga nagtilipon sa palibot niya sa bagay nga nagsakay sia sa isa ka sakayan nga nagalutaw sa tubig kag nagpungko sia sa sini samtang ang madamo nga mga tawo nagpabilin sa bibi sang linaw.
"May pasadi-sadi na gintukdo siya sa inda paagi sa mga istorya. Sa iya pagtukdo nagsabi siya,","Si Jesus naggamit sang mga palaanggiran sa pagtudlo sa ila sang madamo nga mga butang, kag sa iya pagpanudlo nagsiling sia sa ila:"
“Niyan pamati kamo! May parauma na nagpauma para magsabwag.,“Magpamati kamo! May isa ka tawo nga naglakat sa pagsab-og.
Sa iya pagsabwag may mga binhi na nakatupa sa may dalan pero tinuruka ini san mga sapat na nag-arabot.,"Sang pagsab-og niya sang binhi, ang iban nagtupa sa dalan, kag nagdapo ang mga pispis kag nagtuka sini."
"May mga nakatupa man sa kabatuhan na didto dyutay la an duta. Nagturubo dayon ini kay hamabaw man lang an duta,","Ang iban nagtupa sa batuhon nga lugar, sa diin hapaw lamang ang duta. Sa wala lang madugay nagtubo ang binhi tungod kay manabaw ang duta."
"pero pagragit san adlaw naluyos, tapos nag-uga idto kay wara makagamot sin maayo.","Sang udtong adlaw na, nalayong ang bag-ong tubo nga mga tanom, kag bangod kay indi gid madalom ang gamot sini, ang tanom madali nga nalaya."
May iba naman na mga binhi na nakatupa sa katunukan pero pagdaragko san katunukan nasiutan ini kaya wara kapamunga.,Ang iban nga binhi nagtupa sa duta nga may mga talungon. Nagtubo ang mga talungon kag naglumos sang tanom kag wala ini magpamunga.
"Niyan may iba man na mga binhi na nakatupa sa mataba na duta, nagturubo sin maayo, nagdaragko kag nagburunga. May mga nagbunga sin tigtraynta, may tigsisenta kag an iba pa ginatos kada binhi.”","Pero ang iban nga binhi nagtupa sa maayo nga duta, namuhi, nagtubo kag nagpamunga: ang iban sini nagpatubas sing traynta ka pilo, ang iban sini sesenta ka pilo, kag ang iban sini 100 ka pilo.”"
"Pakatapos nagsabi pa siya, “Kamo na makabati, magpamati sin maayo!”","Kag si Jesus nagsiling, “Gani, magpamati kamo, kon may mga dulonggan kamo!”"
"San si Jesus na lang kag san dose na mga disipulos kaupod pa an mga pira ka tawo na nakatiripon sa iya, ginhunga ninda siya kun nano an gusto sabihon san iya gin-istorya.","Sang nagaisahanon na lang si Jesus, ang iban nga nakabati sa iya nagpalapit upod sa dose ka mga apostoles kag nagpangabay nga ipaathag niya ang mga palaanggiran."
"Nagsabat naman siya, “Kamo an gintugutan na maaraman an sikreto san kahadian san Dios pero sa mga iba an tanan sani ginatukdo paagi sa mga istorya,","Si Jesus nagsabat sa ila, “Sa inyo nahatag ang tinago nahanungod sang paghari sang Dios, pero ang iban nga indi katapo sini magapamati sini tanan paagi sa mga palaanggiran,"
agod bisan,"agod nga,"
"‘sing-ano an kakita ninda dili gihapon ninda mapanginanuhan kag abir sing-ano an kapamati ninda dili gihapon sinda makasabot,","‘Magatulok nga magatulok sila,"
"kay kun nasasabutan ninda ini magabag-o na kuntani sinda kag an inda mga sala mapatawad.’,”","pero indi makakita,"
"Sinabihan sinda ni Jesus, “Nano, dili niyo ini nasasabutan na istorya? Kun sugad, pan-o pa niyo masasabutan an iba pa na sugad sani? Amo ini an gusto sabihon sana na istorya.","magapamati nga magapamati sila,"
An ginasabwag san parauma amo an mga surmaton san Dios.,"pero indi makahangop,"
"Pareho an nakatupa sa dalan na mga binhi amo idtoʼn mga nakabati sana na surmaton, tapos nagaabot dayon si Satanas kag nagahali san surmaton na inda nabati.",kay kon makahangop sila basi magliso sila sa Dios
"Pareho man san mga binhi na nakatupa sa kabatuhan idtoʼn mga nakabati san surmaton, tapos nagatuod dayon kag nagakarilipay.",kag patawaron niya sila.’”
"Pero kay wara ninda ini ipasabuot kaya dili ini nadudugay. Nagatubo anay an inda pagtuod sin kadali pero oras na may kalisdanan o kasakitan dahilan san pagsunod sa katukduan, nawawara dayon an inda pagtuod.","Dayon si Jesus nagpamangkot sa ila, “Indi bala kamo makahangop sini nga palaanggiran? Karon, paano abi ang pagkahangop ninyo sang bisan ano nga palaanggiran?"
"“May mga iba pa na pareho man san mga binhi na ginsabwag sa katunukan. Nakabati sinda san surmaton,",Ang manugsab-og nagsab-og sang pulong sang Dios.
"pero an mga kahandalan san pagkabuhay, an kasadya san kayamanan kag san paghandom san damo na mga bagay amo an nagapalimot san surmaton kaya wara ini makapamunga.","Ang iban nga mga tawo kaangay sang binhi nga nagtupa sa dalan: sang pagkabati nila sang pulong sang Dios, sa gilayon nagaabot si Satanas kag nagaagaw sang pulong nga ginsab-og sa ila."
"Pareho naman san mga binhi na nakatupa sa mataba na duta amo ini an mga nakapamati san surmaton kag nagasunod man sani bagaʼn mga tanom na nakapamunga sin tigtraynta, sin tigsisenta o sin ginatos kada binhi.”","Ang iban nga mga tawo kaangay sang binhi nga nagtupa sa batuhon nga duta. Sang pagkabati nila sang pulong sang Dios, sa gilayon ginbaton nila ini sang malipayon."
"Nagsurmaton pa si Jesus, “Nano, ginasindihan an ilawan para tahuban sa bangkat o itago sa sirong san katri? Syimpre dili! Dapat ini ipaitaas agod mapawaan an tanan.","Pero wala ini nagatudok sa ila tagipusoon, kag wala nagapabilin sing madugay. Gani sa gilayon wala na sila nagapadayon kon mag-abot ang mga pag-antos ukon mga paghingabot tungod sang pulong sang Dios."
May panahon man na ihahayag gayod an nano man na bagay na gintago kag an nano man na ginsikreto ipapaaram man.,"Ang iban nga mga tawo kaangay sang binhi nga ginsab-og sa duta nga may mga talungon. Ini sila amo ang nakabati sa pulong sang Dios,"
"An sin-o man na makabati, magpamati sin maayo!”","pero ang palaligban sang pangabuhi, ang paghigugma sa manggad, kag ang paghandom sa iban nga mga butang nagaginutok sa ila mga tagipusoon kag nagalumos sang pulong sang Dios, kag wala ini nagapamunga."
"Nagsabi pa si Jesus, “Isipa sin maayo an iyo ginapamatian. An sukulan na ginagamit niyo amo man an sukulan na gagamiton sa iyo kag papasobrahan pa ina.","Pero ang iban nga mga tawo kaangay sang binhi nga ginsab-og sa maayo nga duta. Nagapamati sila sa pulong sang Dios, ginabaton nila ini, kag nagapamunga: ang iban traynta ka pilo, ang iban sesenta ka pilo kag ang iban 100 ka pilo.”"
"Kaya, siya na igwa pagadagdagan pa pero sa iya na wara-wara gayod an nano man na dyutay na ada sa iya pagakuhaon pa.”","Si Jesus nagpadayon: “May nagadala bala sing suga kag nagabutang sini sa idalom sang isa ka sulodlan, ukon sa idalom sang katre? Wala bala niya ini ginabutang sa tulongtungan?"
"Nagpadayon pa gayod si Jesus, “Pareho pa san nagasabwag san mga binhi sa iya uma an kahadian san Dios.","Ang bisan ano nga ginatago, igapahayag kag ang bisan ano nga ginatabunan, pagabuksan."
